Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Game 4 - Score team A,Game 4 - Score team B,Game 5 - Score team A,Game 5 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team A - Player 4,Team B - Player 1,Team B - Player 2,Team B - Player 3,Team B - Player 4
Bracket Play,Women's Advanced 4.0+,Bracket A,Round of 16,Best of 3,besties💂🏼⛑️,Sunnies😎,Sunnies😎,0,1,1,0,0,1,,,,,Stef Ding,Tiff Ding,,,Jhanaj Quispe,Shonda Couroux,,
Bracket Play,Women's Advanced 4.0+,Bracket A,Round of 16,Best of 3,Marshmallow 🐾 🐧,Give me my coffee back,Marshmallow 🐾 🐧,21,9,21,12,,,,,,,Genevieve Tardy,Kim Aspirot,,,Courtney Coppage,Audrey Summers,,
Bracket Play,Women's Advanced 4.0+,Bracket A,Round of 16,Best of 3,YU-BAE,Carry Set,Carry Set,16,21,18,21,,,,,,,Dianne Fonseca,sophia yu,,,Malia Wanderer,Abigale Lamontagne,,
Bracket Play,Women's Advanced 4.0+,Bracket A,Round of 16,Best of 3,Sorenson/Norris,Women in Stem,Sorenson/Norris,21,15,21,15,,,,,,,Abby Norris,Hanna Sorensen,,,Bel Belvedere,lauren viado,,
Bracket Play,Women's Advanced 4.0+,Bracket A,Quarter-final,Best of 3,Coastin’,Sorenson/Norris,Coastin’,21,16,21,15,,,,,,,Joelle Nguyen,Maddy Morehouse,,,Abby Norris,Hanna Sorensen,,
Bracket Play,Women's Advanced 4.0+,Bracket A,Quarter-final,Best of 3,Almost a Jazz Band,Carry Set,Almost a Jazz Band,21,16,14,21,21,17,,,,,Sarah Allen,Shachi Patel,,,Malia Wanderer,Abigale Lamontagne,,
Bracket Play,Women's Advanced 4.0+,Bracket A,Quarter-final,Best of 3,Pierson/Phan,Marshmallow 🐾 🐧,Pierson/Phan,21,16,21,18,,,,,,,Katheleen Phan,Katie Pierson,,,Genevieve Tardy,Kim Aspirot,,
Bracket Play,Women's Advanced 4.0+,Bracket A,Quarter-final,Best of 3,Dino Riot 🦖,Sunnies😎,Dino Riot 🦖,21,17,19,21,21,12,,,,,Laurence Vallée,Rafaela Bastos,,,Jhanaj Quispe,Shonda Couroux,,
Bracket Play,Women's Advanced 4.0+,Bracket A,P9: Quarter-final,Single game,Women in Stem,We look like this -> 🥰,Women in Stem,0,-1,,,,,,,,,Bel Belvedere,lauren viado,,,Emma Brune,Reese Gallagher,,
Bracket Play,Women's Advanced 4.0+,Bracket A,P9: Quarter-final,Single game,YU-BAE,No Idea,YU-BAE,21,11,,,,,,,,,Dianne Fonseca,sophia yu,,,nina miller,Kate B,,
Bracket Play,Women's Advanced 4.0+,Bracket A,P9: Quarter-final,Single game,Give me my coffee back,Vogt/Forand,Vogt/Forand,16,21,,,,,,,,,Courtney Coppage,Audrey Summers,,,Kellie Forand,Mackenzie Vogt,,
Bracket Play,Women's Advanced 4.0+,Bracket A,P9: Quarter-final,Single game,besties💂🏼⛑️,One hit wonders,One hit wonders,-1,0,,,,,,,,,Stef Ding,Tiff Ding,,,Holly Yu,Amanda Jamieson,,
Bracket Play,Women's Advanced 4.0+,Bracket A,Semi-final,Best of 3,Coastin’,Dino Riot 🦖,Dino Riot 🦖,17,21,21,17,17,21,,,,,Joelle Nguyen,Maddy Morehouse,,,Laurence Vallée,Rafaela Bastos,,
Bracket Play,Women's Advanced 4.0+,Bracket A,Semi-final,Best of 3,Almost a Jazz Band,Pierson/Phan,Pierson/Phan,14,21,17,21,,,,,,,Sarah Allen,Shachi Patel,,,Katheleen Phan,Katie Pierson,,
Bracket Play,Women's Advanced 4.0+,Bracket A,P5: Semi-final,Single game,Marshmallow 🐾 🐧,Carry Set,Marshmallow 🐾 🐧,1,0,,,,,,,,,Genevieve Tardy,Kim Aspirot,,,Malia Wanderer,Abigale Lamontagne,,
Bracket Play,Women's Advanced 4.0+,Bracket A,P9: Semi-final,Single game,YU-BAE,Vogt/Forand,YU-BAE,21,9,,,,,,,,,Dianne Fonseca,sophia yu,,,Kellie Forand,Mackenzie Vogt,,
Bracket Play,Women's Advanced 4.0+,Bracket A,Final,Best of 3,Dino Riot 🦖,Pierson/Phan,Pierson/Phan,14,21,21,19,17,21,,,,,Laurence Vallée,Rafaela Bastos,,,Katheleen Phan,Katie Pierson,,
Bracket Play,Women's Advanced 4.0+,Bracket A,P3: Final,Best of 3,Almost a Jazz Band,Coastin’,Coastin’,15,21,16,21,,,,,,,Sarah Allen,Shachi Patel,,,Joelle Nguyen,Maddy Morehouse,,
Pool Play,Premier 5.0+,Group A,1,Single game,Disordered,Fresh Cuts,Disordered,15,13,,,,,,,,,Andrew Greer,Solomon Berry,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Premier 5.0+,Group A,1,Single game,WOMP WOMP!,Control Alt Delete,WOMP WOMP!,15,7,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Ethan Sullivan,Gavin Sullivan,,
Pool Play,Premier 5.0+,Group B,1,Single game,Short Bait,Happy Heffalumps,Short Bait,21,14,,,,,,,,,Caleb Shorter,Owen Bass,,,Matt Catuccio,Michael Catuccio,,
Pool Play,Premier 5.0+,Group B,1,Single game,Mickey Mouse Club House,PBR Vengeance,Mickey Mouse Club House,21,14,,,,,,,,,Josef Quispe,Joey Reynolds,,,Jacob Arzaga,Garrett Blanchard,,
Pool Play,Premier 5.0+,Group C,1,Single game,Boogie Woogie,CCR Toph & The Boulder,Boogie Woogie,21,11,,,,,,,,,Ben Savage,Adam Porter,,,Cooper Pennell,Gabe Packevicz,,
Pool Play,Premier 5.0+,Group C,1,Single game,VBR Sticky Stuff,McLaughlin Men,VBR Sticky Stuff,21,14,,,,,,,,,Reid Lampert,Caleb Brock,,,Joey Maichen,Bryan Grullon,,
Pool Play,Premier 5.0+,Group D,1,Single game,For the Content,Bust Bros,Bust Bros,19,21,,,,,,,,,David Rowlands,Jacob Narayan,,,Sam Diani,Aidan Buchanan,,
Pool Play,Premier 5.0+,Group D,1,Single game,PBR Animal Style,Bush Business,PBR Animal Style,25,23,,,,,,,,,Michael Capobianco,Liam Sherron,,,Justin Kehoe,Jack Bush,,
Pool Play,Premier 5.0+,Group E,1,Single game,No Pressure,Crockpot,No Pressure,21,15,,,,,,,,,Alex Newton,Josh Hutko,,,Peyton Stack,Harrison Baisden,,
Pool Play,Premier 5.0+,Group E,1,Single game,Limitless Faith,Abusive Relationship,Abusive Relationship,18,21,,,,,,,,,Ethan Domster,Andrew Raber,,,Sam Mccune,Nic Albornoz,,
Pool Play,Premier 5.0+,Group F,1,Single game,Shockwave,Let’s get grassy,Shockwave,21,15,,,,,,,,,Sam Bunze,John Buchanan,,,Nathaniel Hargrove,Dennis Wei,,
Pool Play,Premier 5.0+,Group F,1,Single game,MBR vs. PBR,"BuGYAAATTi ","BuGYAAATTi ",10,21,,,,,,,,,Brian Perlson,Nathan Montgomery,,,Rob's Traveler,Izayah Gibson,,
Pool Play,Premier 5.0+,Group G,1,Single game,Cerebral,TLMG,TLMG,14,21,,,,,,,,,Kurt Lannetti,Samuel Corey,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Premier 5.0+,Group G,1,Single game,Cinnabutter,Overdue,Cinnabutter,21,15,,,,,,,,,James Richmond,A.j. Martin,,,Drew Ryder,Javier Vidal,,
Pool Play,Premier 5.0+,Group H,1,Single game,Incognito,Dethrone,Incognito,22,20,,,,,,,,,Michael Du,Joseph Kaylor,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Premier 5.0+,Group H,1,Single game,Hot Ballers,Unnamed Protagonist,Hot Ballers,21,17,,,,,,,,,Joshua Hachey,Tyler Babin,,,Caleb White,Calvin Smith,,
Pool Play,Premier 5.0+,Group I,1,Single game,Get Gaped,BUTTER,BUTTER,17,21,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Levi Rogers,Zak Kovatch,,
Pool Play,Premier 5.0+,Group I,1,Single game,Step-Cousin?!?,"CCR White Lotus ","CCR White Lotus ",22,24,,,,,,,,,Chase Meyer,Noah Johnson,,,Mitchell Carter,Ely Marciano,,
Pool Play,Premier 5.0+,Group A,2,Single game,Disordered,Control Alt Delete,Disordered,15,11,,,,,,,,,Andrew Greer,Solomon Berry,,,Ethan Sullivan,Gavin Sullivan,,
Pool Play,Premier 5.0+,Group A,2,Single game,Green,Fresh Cuts,Fresh Cuts,14,16,,,,,,,,,Connor Prelich,Lucas Hope,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Premier 5.0+,Group B,2,Single game,Short Bait,PBR Vengeance,Short Bait,21,16,,,,,,,,,Caleb Shorter,Owen Bass,,,Jacob Arzaga,Garrett Blanchard,,
Pool Play,Premier 5.0+,Group B,2,Single game,Mickey Mouse Club House,Happy Heffalumps,Mickey Mouse Club House,21,14,,,,,,,,,Josef Quispe,Joey Reynolds,,,Matt Catuccio,Michael Catuccio,,
Pool Play,Premier 5.0+,Group C,2,Single game,Boogie Woogie,McLaughlin Men,Boogie Woogie,21,12,,,,,,,,,Ben Savage,Adam Porter,,,Joey Maichen,Bryan Grullon,,
Pool Play,Premier 5.0+,Group C,2,Single game,VBR Sticky Stuff,CCR Toph & The Boulder,VBR Sticky Stuff,21,18,,,,,,,,,Reid Lampert,Caleb Brock,,,Cooper Pennell,Gabe Packevicz,,
Pool Play,Premier 5.0+,Group D,2,Single game,For the Content,Bush Business,For the Content,21,16,,,,,,,,,David Rowlands,Jacob Narayan,,,Justin Kehoe,Jack Bush,,
Pool Play,Premier 5.0+,Group D,2,Single game,PBR Animal Style,Bust Bros,PBR Animal Style,21,19,,,,,,,,,Michael Capobianco,Liam Sherron,,,Sam Diani,Aidan Buchanan,,
Pool Play,Premier 5.0+,Group E,2,Single game,No Pressure,Abusive Relationship,No Pressure,21,13,,,,,,,,,Alex Newton,Josh Hutko,,,Sam Mccune,Nic Albornoz,,
Pool Play,Premier 5.0+,Group E,2,Single game,Limitless Faith,Crockpot,Limitless Faith,21,16,,,,,,,,,Ethan Domster,Andrew Raber,,,Peyton Stack,Harrison Baisden,,
Pool Play,Premier 5.0+,Group F,2,Single game,Shockwave,"BuGYAAATTi ",Shockwave,21,14,,,,,,,,,Sam Bunze,John Buchanan,,,Rob's Traveler,Izayah Gibson,,
Pool Play,Premier 5.0+,Group F,2,Single game,MBR vs. PBR,Let’s get grassy,Let’s get grassy,17,21,,,,,,,,,Brian Perlson,Nathan Montgomery,,,Nathaniel Hargrove,Dennis Wei,,
Pool Play,Premier 5.0+,Group G,2,Single game,Cerebral,Overdue,Cerebral,21,14,,,,,,,,,Kurt Lannetti,Samuel Corey,,,Drew Ryder,Javier Vidal,,
Pool Play,Premier 5.0+,Group G,2,Single game,Cinnabutter,TLMG,TLMG,17,21,,,,,,,,,James Richmond,A.j. Martin,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Premier 5.0+,Group H,2,Single game,Incognito,Unnamed Protagonist,Incognito,21,13,,,,,,,,,Michael Du,Joseph Kaylor,,,Caleb White,Calvin Smith,,
Pool Play,Premier 5.0+,Group H,2,Single game,Hot Ballers,Dethrone,Hot Ballers,23,21,,,,,,,,,Joshua Hachey,Tyler Babin,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Premier 5.0+,Group I,2,Single game,Get Gaped,"CCR White Lotus ",Get Gaped,21,17,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Mitchell Carter,Ely Marciano,,
Pool Play,Premier 5.0+,Group I,2,Single game,Step-Cousin?!?,BUTTER,Step-Cousin?!?,25,23,,,,,,,,,Chase Meyer,Noah Johnson,,,Levi Rogers,Zak Kovatch,,
Pool Play,Premier 5.0+,Group A,3,Single game,Disordered,Green,Disordered,15,9,,,,,,,,,Andrew Greer,Solomon Berry,,,Connor Prelich,Lucas Hope,,
Pool Play,Premier 5.0+,Group A,3,Single game,WOMP WOMP!,Fresh Cuts,WOMP WOMP!,15,11,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Premier 5.0+,Group B,3,Single game,Short Bait,Mickey Mouse Club House,Mickey Mouse Club House,21,23,,,,,,,,,Caleb Shorter,Owen Bass,,,Josef Quispe,Joey Reynolds,,
Pool Play,Premier 5.0+,Group B,3,Single game,PBR Vengeance,Happy Heffalumps,PBR Vengeance,21,15,,,,,,,,,Jacob Arzaga,Garrett Blanchard,,,Matt Catuccio,Michael Catuccio,,
Pool Play,Premier 5.0+,Group C,3,Single game,Boogie Woogie,VBR Sticky Stuff,VBR Sticky Stuff,17,21,,,,,,,,,Ben Savage,Adam Porter,,,Reid Lampert,Caleb Brock,,
Pool Play,Premier 5.0+,Group C,3,Single game,McLaughlin Men,CCR Toph & The Boulder,McLaughlin Men,21,16,,,,,,,,,Joey Maichen,Bryan Grullon,,,Cooper Pennell,Gabe Packevicz,,
Pool Play,Premier 5.0+,Group D,3,Single game,For the Content,PBR Animal Style,PBR Animal Style,19,21,,,,,,,,,David Rowlands,Jacob Narayan,,,Michael Capobianco,Liam Sherron,,
Pool Play,Premier 5.0+,Group D,3,Single game,Bush Business,Bust Bros,Bush Business,21,19,,,,,,,,,Justin Kehoe,Jack Bush,,,Sam Diani,Aidan Buchanan,,
Pool Play,Premier 5.0+,Group E,3,Single game,No Pressure,Limitless Faith,No Pressure,21,19,,,,,,,,,Alex Newton,Josh Hutko,,,Ethan Domster,Andrew Raber,,
Pool Play,Premier 5.0+,Group E,3,Single game,Abusive Relationship,Crockpot,Abusive Relationship,24,22,,,,,,,,,Sam Mccune,Nic Albornoz,,,Peyton Stack,Harrison Baisden,,
Pool Play,Premier 5.0+,Group F,3,Single game,Shockwave,MBR vs. PBR,Shockwave,21,14,,,,,,,,,Sam Bunze,John Buchanan,,,Brian Perlson,Nathan Montgomery,,
Pool Play,Premier 5.0+,Group F,3,Single game,"BuGYAAATTi ",Let’s get grassy,"BuGYAAATTi ",21,18,,,,,,,,,Rob's Traveler,Izayah Gibson,,,Nathaniel Hargrove,Dennis Wei,,
Pool Play,Premier 5.0+,Group G,3,Single game,Cerebral,Cinnabutter,Cerebral,21,19,,,,,,,,,Kurt Lannetti,Samuel Corey,,,James Richmond,A.j. Martin,,
Pool Play,Premier 5.0+,Group G,3,Single game,Overdue,TLMG,TLMG,8,21,,,,,,,,,Drew Ryder,Javier Vidal,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Premier 5.0+,Group H,3,Single game,Incognito,Hot Ballers,Hot Ballers,15,21,,,,,,,,,Michael Du,Joseph Kaylor,,,Joshua Hachey,Tyler Babin,,
Pool Play,Premier 5.0+,Group H,3,Single game,Unnamed Protagonist,Dethrone,Unnamed Protagonist,25,24,,,,,,,,,Caleb White,Calvin Smith,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Premier 5.0+,Group I,3,Single game,Get Gaped,Step-Cousin?!?,Step-Cousin?!?,24,25,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Chase Meyer,Noah Johnson,,
Pool Play,Premier 5.0+,Group I,3,Single game,"CCR White Lotus ",BUTTER,BUTTER,15,21,,,,,,,,,Mitchell Carter,Ely Marciano,,,Levi Rogers,Zak Kovatch,,
Pool Play,Premier 5.0+,Group A,4,Single game,WOMP WOMP!,Green,WOMP WOMP!,15,13,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Connor Prelich,Lucas Hope,,
Pool Play,Premier 5.0+,Group A,4,Single game,Control Alt Delete,Fresh Cuts,Control Alt Delete,15,11,,,,,,,,,Ethan Sullivan,Gavin Sullivan,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Premier 5.0+,Group A,5,Single game,Disordered,WOMP WOMP!,Disordered,15,6,,,,,,,,,Andrew Greer,Solomon Berry,,,Dalton Gilder,Brandon Stokes,,
Pool Play,Premier 5.0+,Group A,5,Single game,Green,Control Alt Delete,Control Alt Delete,11,15,,,,,,,,,Connor Prelich,Lucas Hope,,,Ethan Sullivan,Gavin Sullivan,,
Pool Play,Premier 5.0+,Group A,6,Single game,Disordered,Fresh Cuts,Disordered,15,12,,,,,,,,,Andrew Greer,Solomon Berry,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Premier 5.0+,Group A,6,Single game,WOMP WOMP!,Control Alt Delete,WOMP WOMP!,15,11,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Ethan Sullivan,Gavin Sullivan,,
Pool Play,Premier 5.0+,Group B,4,Single game,Short Bait,Happy Heffalumps,Short Bait,21,15,,,,,,,,,Caleb Shorter,Owen Bass,,,Matt Catuccio,Michael Catuccio,,
Pool Play,Premier 5.0+,Group B,4,Single game,Mickey Mouse Club House,PBR Vengeance,Mickey Mouse Club House,21,17,,,,,,,,,Josef Quispe,Joey Reynolds,,,Jacob Arzaga,Garrett Blanchard,,
Pool Play,Premier 5.0+,Group C,4,Single game,Boogie Woogie,CCR Toph & The Boulder,Boogie Woogie,21,6,,,,,,,,,Ben Savage,Adam Porter,,,Cooper Pennell,Gabe Packevicz,,
Pool Play,Premier 5.0+,Group C,4,Single game,VBR Sticky Stuff,McLaughlin Men,VBR Sticky Stuff,21,13,,,,,,,,,Reid Lampert,Caleb Brock,,,Joey Maichen,Bryan Grullon,,
Pool Play,Premier 5.0+,Group D,4,Single game,For the Content,Bust Bros,For the Content,21,15,,,,,,,,,David Rowlands,Jacob Narayan,,,Sam Diani,Aidan Buchanan,,
Pool Play,Premier 5.0+,Group D,4,Single game,PBR Animal Style,Bush Business,Bush Business,22,24,,,,,,,,,Michael Capobianco,Liam Sherron,,,Justin Kehoe,Jack Bush,,
Pool Play,Premier 5.0+,Group E,4,Single game,No Pressure,Crockpot,No Pressure,21,14,,,,,,,,,Alex Newton,Josh Hutko,,,Peyton Stack,Harrison Baisden,,
Pool Play,Premier 5.0+,Group E,4,Single game,Limitless Faith,Abusive Relationship,Abusive Relationship,16,21,,,,,,,,,Ethan Domster,Andrew Raber,,,Sam Mccune,Nic Albornoz,,
Pool Play,Premier 5.0+,Group F,4,Single game,Shockwave,Let’s get grassy,Shockwave,21,15,,,,,,,,,Sam Bunze,John Buchanan,,,Nathaniel Hargrove,Dennis Wei,,
Pool Play,Premier 5.0+,Group F,4,Single game,MBR vs. PBR,"BuGYAAATTi ","BuGYAAATTi ",16,21,,,,,,,,,Brian Perlson,Nathan Montgomery,,,Rob's Traveler,Izayah Gibson,,
Pool Play,Premier 5.0+,Group G,4,Single game,Cerebral,TLMG,TLMG,13,21,,,,,,,,,Kurt Lannetti,Samuel Corey,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Premier 5.0+,Group G,4,Single game,Cinnabutter,Overdue,Cinnabutter,21,16,,,,,,,,,James Richmond,A.j. Martin,,,Drew Ryder,Javier Vidal,,
Pool Play,Premier 5.0+,Group H,4,Single game,Incognito,Dethrone,Incognito,21,16,,,,,,,,,Michael Du,Joseph Kaylor,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Premier 5.0+,Group H,4,Single game,Hot Ballers,Unnamed Protagonist,Hot Ballers,21,11,,,,,,,,,Joshua Hachey,Tyler Babin,,,Caleb White,Calvin Smith,,
Pool Play,Premier 5.0+,Group I,4,Single game,Get Gaped,BUTTER,Get Gaped,21,19,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Levi Rogers,Zak Kovatch,,
Pool Play,Premier 5.0+,Group I,4,Single game,Step-Cousin?!?,"CCR White Lotus ",Step-Cousin?!?,21,15,,,,,,,,,Chase Meyer,Noah Johnson,,,Mitchell Carter,Ely Marciano,,
Pool Play,Premier 5.0+,Group A,7,Single game,Disordered,Control Alt Delete,Disordered,15,11,,,,,,,,,Andrew Greer,Solomon Berry,,,Ethan Sullivan,Gavin Sullivan,,
Pool Play,Premier 5.0+,Group A,7,Single game,Green,Fresh Cuts,Green,15,9,,,,,,,,,Connor Prelich,Lucas Hope,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Premier 5.0+,Group B,5,Single game,Short Bait,PBR Vengeance,Short Bait,21,14,,,,,,,,,Caleb Shorter,Owen Bass,,,Jacob Arzaga,Garrett Blanchard,,
Pool Play,Premier 5.0+,Group B,5,Single game,Mickey Mouse Club House,Happy Heffalumps,Mickey Mouse Club House,21,16,,,,,,,,,Josef Quispe,Joey Reynolds,,,Matt Catuccio,Michael Catuccio,,
Pool Play,Premier 5.0+,Group C,5,Single game,Boogie Woogie,McLaughlin Men,Boogie Woogie,24,22,,,,,,,,,Ben Savage,Adam Porter,,,Joey Maichen,Bryan Grullon,,
Pool Play,Premier 5.0+,Group C,5,Single game,VBR Sticky Stuff,CCR Toph & The Boulder,VBR Sticky Stuff,21,15,,,,,,,,,Reid Lampert,Caleb Brock,,,Cooper Pennell,Gabe Packevicz,,
Pool Play,Premier 5.0+,Group D,5,Single game,For the Content,Bush Business,For the Content,22,20,,,,,,,,,David Rowlands,Jacob Narayan,,,Justin Kehoe,Jack Bush,,
Pool Play,Premier 5.0+,Group D,5,Single game,PBR Animal Style,Bust Bros,Bust Bros,13,21,,,,,,,,,Michael Capobianco,Liam Sherron,,,Sam Diani,Aidan Buchanan,,
Pool Play,Premier 5.0+,Group E,5,Single game,No Pressure,Abusive Relationship,No Pressure,21,12,,,,,,,,,Alex Newton,Josh Hutko,,,Sam Mccune,Nic Albornoz,,
Pool Play,Premier 5.0+,Group E,5,Single game,Limitless Faith,Crockpot,Limitless Faith,21,16,,,,,,,,,Ethan Domster,Andrew Raber,,,Peyton Stack,Harrison Baisden,,
Pool Play,Premier 5.0+,Group F,5,Single game,Shockwave,"BuGYAAATTi ",Shockwave,21,19,,,,,,,,,Sam Bunze,John Buchanan,,,Rob's Traveler,Izayah Gibson,,
Pool Play,Premier 5.0+,Group F,5,Single game,MBR vs. PBR,Let’s get grassy,Let’s get grassy,19,21,,,,,,,,,Brian Perlson,Nathan Montgomery,,,Nathaniel Hargrove,Dennis Wei,,
Pool Play,Premier 5.0+,Group G,5,Single game,Cerebral,Overdue,Overdue,24,25,,,,,,,,,Kurt Lannetti,Samuel Corey,,,Drew Ryder,Javier Vidal,,
Pool Play,Premier 5.0+,Group G,5,Single game,Cinnabutter,TLMG,TLMG,10,21,,,,,,,,,James Richmond,A.j. Martin,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Premier 5.0+,Group H,5,Single game,Incognito,Unnamed Protagonist,Incognito,21,17,,,,,,,,,Michael Du,Joseph Kaylor,,,Caleb White,Calvin Smith,,
Pool Play,Premier 5.0+,Group H,5,Single game,Hot Ballers,Dethrone,Hot Ballers,21,15,,,,,,,,,Joshua Hachey,Tyler Babin,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Premier 5.0+,Group I,5,Single game,Get Gaped,"CCR White Lotus ",Get Gaped,21,16,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Mitchell Carter,Ely Marciano,,
Pool Play,Premier 5.0+,Group I,5,Single game,Step-Cousin?!?,BUTTER,Step-Cousin?!?,21,16,,,,,,,,,Chase Meyer,Noah Johnson,,,Levi Rogers,Zak Kovatch,,
Pool Play,Premier 5.0+,Group A,8,Single game,Disordered,Green,Disordered,15,13,,,,,,,,,Andrew Greer,Solomon Berry,,,Connor Prelich,Lucas Hope,,
Pool Play,Premier 5.0+,Group A,8,Single game,WOMP WOMP!,Fresh Cuts,WOMP WOMP!,15,9,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Premier 5.0+,Group B,6,Single game,Short Bait,Mickey Mouse Club House,Mickey Mouse Club House,18,21,,,,,,,,,Caleb Shorter,Owen Bass,,,Josef Quispe,Joey Reynolds,,
Pool Play,Premier 5.0+,Group B,6,Single game,PBR Vengeance,Happy Heffalumps,Happy Heffalumps,14,21,,,,,,,,,Jacob Arzaga,Garrett Blanchard,,,Matt Catuccio,Michael Catuccio,,
Pool Play,Premier 5.0+,Group C,6,Single game,Boogie Woogie,VBR Sticky Stuff,VBR Sticky Stuff,19,21,,,,,,,,,Ben Savage,Adam Porter,,,Reid Lampert,Caleb Brock,,
Pool Play,Premier 5.0+,Group C,6,Single game,McLaughlin Men,CCR Toph & The Boulder,McLaughlin Men,21,16,,,,,,,,,Joey Maichen,Bryan Grullon,,,Cooper Pennell,Gabe Packevicz,,
Pool Play,Premier 5.0+,Group D,6,Single game,For the Content,PBR Animal Style,For the Content,21,17,,,,,,,,,David Rowlands,Jacob Narayan,,,Michael Capobianco,Liam Sherron,,
Pool Play,Premier 5.0+,Group D,6,Single game,Bush Business,Bust Bros,Bush Business,21,19,,,,,,,,,Justin Kehoe,Jack Bush,,,Sam Diani,Aidan Buchanan,,
Pool Play,Premier 5.0+,Group E,6,Single game,No Pressure,Limitless Faith,No Pressure,21,14,,,,,,,,,Alex Newton,Josh Hutko,,,Ethan Domster,Andrew Raber,,
Pool Play,Premier 5.0+,Group E,6,Single game,Abusive Relationship,Crockpot,Crockpot,18,21,,,,,,,,,Sam Mccune,Nic Albornoz,,,Peyton Stack,Harrison Baisden,,
Pool Play,Premier 5.0+,Group F,6,Single game,Shockwave,MBR vs. PBR,MBR vs. PBR,16,21,,,,,,,,,Sam Bunze,John Buchanan,,,Brian Perlson,Nathan Montgomery,,
Pool Play,Premier 5.0+,Group F,6,Single game,"BuGYAAATTi ",Let’s get grassy,"BuGYAAATTi ",21,17,,,,,,,,,Rob's Traveler,Izayah Gibson,,,Nathaniel Hargrove,Dennis Wei,,
Pool Play,Premier 5.0+,Group G,6,Single game,Cerebral,Cinnabutter,Cerebral,21,15,,,,,,,,,Kurt Lannetti,Samuel Corey,,,James Richmond,A.j. Martin,,
Pool Play,Premier 5.0+,Group G,6,Single game,Overdue,TLMG,TLMG,12,21,,,,,,,,,Drew Ryder,Javier Vidal,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Premier 5.0+,Group H,6,Single game,Incognito,Hot Ballers,Hot Ballers,19,21,,,,,,,,,Michael Du,Joseph Kaylor,,,Joshua Hachey,Tyler Babin,,
Pool Play,Premier 5.0+,Group H,6,Single game,Unnamed Protagonist,Dethrone,Unnamed Protagonist,21,13,,,,,,,,,Caleb White,Calvin Smith,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Premier 5.0+,Group I,6,Single game,Get Gaped,Step-Cousin?!?,Get Gaped,21,16,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Chase Meyer,Noah Johnson,,
Pool Play,Premier 5.0+,Group I,6,Single game,"CCR White Lotus ",BUTTER,BUTTER,24,25,,,,,,,,,Mitchell Carter,Ely Marciano,,,Levi Rogers,Zak Kovatch,,
Pool Play,Premier 5.0+,Group A,9,Single game,WOMP WOMP!,Green,WOMP WOMP!,15,7,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Connor Prelich,Lucas Hope,,
Pool Play,Premier 5.0+,Group A,9,Single game,Control Alt Delete,Fresh Cuts,Control Alt Delete,19,17,,,,,,,,,Ethan Sullivan,Gavin Sullivan,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Premier 5.0+,Group A,10,Single game,Disordered,WOMP WOMP!,Disordered,16,14,,,,,,,,,Andrew Greer,Solomon Berry,,,Dalton Gilder,Brandon Stokes,,
Pool Play,Premier 5.0+,Group A,10,Single game,Green,Control Alt Delete,Control Alt Delete,13,15,,,,,,,,,Connor Prelich,Lucas Hope,,,Ethan Sullivan,Gavin Sullivan,,
Bracket Play,Premier 5.0+,Bracket A,Round of 64,Best of 3,"CCR White Lotus ",Fresh Cuts,"CCR White Lotus ",17,21,21,14,21,19,,,,,Mitchell Carter,Ely Marciano,,,Mike Hamilton,Ethan Westfall,,
