Ä,Division,Group/Bracket,Round,Match format,Squad,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team B - Player 1,Team B - Player 2
Playoff Bracket,Division 1 Open,Bracket A,P5: Semi-final,Best of 3,Virginia Tech D1 vs NC State D1,Virginia Tech D1 Open C,NC State D1 Open C,Virginia Tech D1 Open C,21,16,22,24,21,17,Ben Epps,Owen Stuckman,Vaughn gooding,eli mosley
Playoff Bracket,Division 1 Open,Bracket A,P5: Semi-final,Best of 3,Virginia Tech D1 vs NC State D1,Virginia Tech D1 Coed,NC State D1 Coed,Virginia Tech D1 Coed,21,14,21,16,,,Drew Keely,Katheleen Phan,Alex DuBois,jadyn steele
Playoff Bracket,Division 1 Women's,Bracket A,P5: Semi-final,Best of 3,Virginia Tech D1 vs NC State D1,Virginia Tech D1 Women's,NC State D1 Women's,NC State D1 Women's,20,22,21,19,-18,18,Ashley Hunt,Elly Kuzma,laura zachar,rosie craven
Playoff Bracket,Division 1 Open,Bracket B,P5: Semi-final,Best of 3,UNC D1 vs UB D1,UNC D1 Open A,UB D1 Open A,UB D1 Open A,14,21,,,,,Bryce von Haefen,Thayer Hicks,Evan Leatherbarrow,George Reagan
Playoff Bracket,Division 1 Open,Bracket B,P5: Semi-final,Best of 3,UNC D1 vs UB D1,UNC D1 Open B,UB D1 Open B,UNC D1 Open B,24,22,,,,,Evan Eberle,Mason Dancausse,Alden Nash,Camillo Cruz
Playoff Bracket,Division 1 Open,Bracket B,P5: Semi-final,Best of 3,UNC D1 vs UB D1,UNC D1 Open C,UB D1 Open C,UNC D1 Open C,21,11,,,,,Hugh Telke,Josh Lairamore,Izak Krajeski,Mason Hansen
Playoff Bracket,Division 1 Open,Bracket B,P5: Semi-final,Best of 3,UNC D1 vs UB D1,UNC D1 Coed,UB D1 Coed,UNC D1 Coed,21,7,,,,,Cam Obrien,Sophia Manning,Coralys Desarden,Jamie Sullivan
Playoff Bracket,Division 1 Women's,Bracket B,P5: Semi-final,Best of 3,UNC D1 vs UB D1,UNC D1 Women's,UB D1 Women's,UNC D1 Women's,21,3,,,,,Grace Cuadill,Vanessa Convers,Autumn Ragonese,Caroline Dexter
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,UNC Wilmington D1 vs Tufts D1,UNC Wilmington D1 Open A,Tufts D1 Open A,Tufts D1 Open A,9,21,17,21,,,Jake Dooley,Noah Kopetic,Benjamin Westphal,Jake Stoller
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,UNC Wilmington D1 vs Tufts D1,UNC Wilmington D1 Open B,Tufts D1 Open B,Tufts D1 Open B,16,21,14,21,,,Polk Denmark,Sam Weber,Bassil Chughtai,Mark Fedio
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,UNC Wilmington D1 vs Tufts D1,UNC Wilmington D1 Open C,Tufts D1 Open C,Tufts D1 Open C,16,21,14,21,,,Michael Creedon,Zack Glew,Freddy Kniker,Nathaniel Page
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,UNC Wilmington D1 vs Tufts D1,UNC Wilmington D1 Coed,Tufts D1 Coed,UNC Wilmington D1 Coed,21,15,21,9,,,Claire Schnee,Jason Lyons,Dylan Block,Dylan Duda
Playoff Bracket,Division 1 Women's,Bracket B,Quarter-final,Best of 3,UNC Wilmington D1 vs Tufts D1,UNC Wilmington D1 Women's,Tufts D1 Women's,UNC Wilmington D1 Women's,21,5,21,16,,,Julie Gibbs,Tristen Rogers,Abigail Bayog,Adele Beamer
Playoff Bracket,Division 1 Open,Bracket A,Round of 16,Best of 3,UConn D1 vs NC State D1,UConn D1 Open A,NC State D1 Open A,NC State D1 Open A,18,21,12,21,,,Matthew Tiongko,Sam Panek,john buchanan,nathan benjiman
Playoff Bracket,Division 1 Open,Bracket A,Round of 16,Best of 3,UConn D1 vs NC State D1,UConn D1 Open B,NC State D1 Open B,UConn D1 Open B,18,21,21,17,21,18,Scotty McCabe,Vince Hackl,jonah walker,Aaron Simpson
Playoff Bracket,Division 1 Open,Bracket A,Round of 16,Best of 3,UConn D1 vs NC State D1,UConn D1 Open C,NC State D1 Open C,NC State D1 Open C,19,21,17,21,,,Jacob Lamontagne,Sreesai Katiki,Vaughn gooding,eli mosley
Playoff Bracket,Division 1 Open,Bracket A,Round of 16,Best of 3,UConn D1 vs NC State D1,UConn D1 Coed,NC State D1 Coed,UConn D1 Coed,21,16,21,18,,,Noah Malewicki,Sabine Lucas,Alex DuBois,jadyn steele
Playoff Bracket,Division 1 Women's,Bracket A,Round of 16,Best of 3,UConn D1 vs NC State D1,UConn D1 Women's,NC State D1 Women's,NC State D1 Women's,16,21,17,21,,,Aisling,Samantha Wilkins,laura zachar,rosie craven
Playoff Bracket,Division 1 Open,Bracket A,P5: Semi-final,Best of 3,Michigan State D1 vs VCU D1,Michigan State D1 Open A,VCU D1 Open A,Michigan State D1 Open A,21,13,21,18,,,Jack Drouare,Korbin Thompson,Brock Lodato,Sean Santos
Playoff Bracket,Division 1 Open,Bracket A,P5: Semi-final,Best of 3,Michigan State D1 vs VCU D1,Michigan State D1 Open B,VCU D1 Open B,VCU D1 Open B,18,21,,,,,Weston Motloch,Zach Mazzuchi,Owen Wallace,Ryland Holdren
Playoff Bracket,Division 1 Open,Bracket A,P5: Semi-final,Best of 3,Michigan State D1 vs VCU D1,Michigan State D1 Open C,VCU D1 Open C,Michigan State D1 Open C,17,21,21,15,13,11,Jacob Purser,Nathan Warner,Sebastian Grant,Zachary Small
Playoff Bracket,Division 1 Open,Bracket A,P5: Semi-final,Best of 3,Michigan State D1 vs VCU D1,Michigan State D1 Coed,VCU D1 Coed,Michigan State D1 Coed,21,13,21,13,,,Caleb Rellis,Emily Lubahn,Jyneece Conway-Layman,Nathaniel Hughes
Playoff Bracket,Division 1 Women's,Bracket A,P5: Semi-final,Best of 3,Michigan State D1 vs VCU D1,Michigan State D1 Women's,VCU D1 Women's,Michigan State D1 Women's,21,14,21,12,,,Katie Hansen,Natalie Hansen,Bel Belvedere,Lauren Viado
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,UNC D1 vs KSU D1,UNC D1 Open A,KSU D1 Open A,KSU D1 Open A,21,18,18,21,16,21,Bryce von Haefen,Thayer Hicks,Connar Kloehn,Parker McKinney
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,UNC D1 vs KSU D1,UNC D1 Open B,KSU D1 Open B,KSU D1 Open B,21,12,12,21,23,25,Evan Eberle,Mason Dancausse,Jake Kelley,Parker Smith
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,UNC D1 vs KSU D1,UNC D1 Open C,KSU D1 Open C,UNC D1 Open C,22,20,22,20,,,Hugh Telke,Josh Lairamore,Collin Ireland,Lane Morris
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,UNC D1 vs KSU D1,UNC D1 Coed,KSU D1 Coed,KSU D1 Coed,17,21,7,21,,,Cam Obrien,Sophia Manning,Austin Niles,Leah Freeman
Playoff Bracket,Division 1 Women's,Bracket B,Quarter-final,Best of 3,UNC D1 vs KSU D1,UNC D1 Women's,KSU D1 Women's,UNC D1 Women's,21,10,21,7,,,Grace Cuadill,Vanessa Convers,Ava Holtz,Ellie Bennett
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,Siena/RPI D1 vs UB D1,Siena/RPI D1 Open A,UB D1 Open A,Siena/RPI D1 Open A,21,11,23,21,,,Joshua Aguilar,Noah Lerner-Morelle,Evan Leatherbarrow,George Reagan
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,Siena/RPI D1 vs UB D1,Siena/RPI D1 Open B,UB D1 Open B,UB D1 Open B,10,21,18,21,,,Daniel Krupp,Michael Vilardo,Alden Nash,Camillo Cruz
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,Siena/RPI D1 vs UB D1,Siena/RPI D1 Open C,UB D1 Open C,UB D1 Open C,15,21,15,21,,,Andrew Higginbotham,Matthew Brady,Izak Krajeski,Mason Hansen
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,Siena/RPI D1 vs UB D1,Siena/RPI D1 Coed,UB D1 Coed,Siena/RPI D1 Coed,21,11,21,3,,,Cole Bombard,Megan Dwire,Coralys Desarden,Jamie Sullivan
Playoff Bracket,Division 1 Women's,Bracket B,Quarter-final,Best of 3,Siena/RPI D1 vs UB D1,Siena/RPI D1 Women's,UB D1 Women's,Siena/RPI D1 Women's,21,7,21,3,,,Emily Stewart,Kelsey Higgins,Autumn Ragonese,Caroline Dexter
Playoff Bracket,Division 1 Open,Bracket A,Round of 16,Best of 3,VCU D1 vs Clemson,VCU D1 Open A,Clemson Open A,VCU D1 Open A,21,13,21,14,,,Brock Lodato,Sean Santos,Eric Baldwin,Shrey Parihk
Playoff Bracket,Division 1 Open,Bracket A,Round of 16,Best of 3,VCU D1 vs Clemson,VCU D1 Open B,Clemson Open B,VCU D1 Open B,21,18,21,16,,,Owen Wallace,Ryland Holdren,Danny Titherington,Kade Janikula
Playoff Bracket,Division 1 Open,Bracket A,Round of 16,Best of 3,VCU D1 vs Clemson,VCU D1 Open C,Clemson Open C,VCU D1 Open C,21,6,21,7,,,Sebastian Grant,Zachary Small,Austin Smith,Sullivan McGillis
Playoff Bracket,Division 1 Open,Bracket A,Round of 16,Best of 3,VCU D1 vs Clemson,VCU D1 Coed,Clemson Coed,Clemson Coed,5,21,6,21,,,Jyneece Conway-Layman,Nathaniel Hughes,Anthony Schenk,Maddie Huffstetler
Playoff Bracket,Division 1 Women's,Bracket A,Round of 16,Best of 3,VCU D1 vs Clemson,VCU D1 Women's,Clemson Women's,VCU D1 Women's,21,17,21,12,,,Bel Belvedere,Lauren Viado,Rachael Notch,Summer Kowalski
Playoff Bracket,Division 1 Open,Bracket B,Semi-final,Best of 3,Liberty D1 vs Tufts D1,Liberty D1 Open A,Tufts D1 Open A,Liberty D1 Open A,21,17,21,7,,,Ethan Davis,Jacob Summers,Benjamin Westphal,Jake Stoller
Playoff Bracket,Division 1 Open,Bracket B,Semi-final,Best of 3,Liberty D1 vs Tufts D1,Liberty D1 Open B,Tufts D1 Open B,Liberty D1 Open B,21,11,21,7,,,Josh Puffenberger,Tim G.,Bassil Chughtai,Mark Fedio
Playoff Bracket,Division 1 Open,Bracket B,Semi-final,Best of 3,Liberty D1 vs Tufts D1,Liberty D1 Open C,Tufts D1 Open C,Liberty D1 Open C,21,10,21,15,,,Daniel Porter,Isaac Haynes,Freddy Kniker,Nathaniel Page
Playoff Bracket,Division 1 Open,Bracket B,Semi-final,Best of 3,Liberty D1 vs Tufts D1,Liberty D1 Coed,Tufts D1 Coed,Liberty D1 Coed,21,19,24,22,,,JP Hoheisel,Seth Stokarski,Dylan Block,Dylan Duda
Playoff Bracket,Division 1 Women's,Bracket B,Semi-final,Best of 3,Liberty D1 vs Tufts D1,Liberty D1 Women's,Tufts D1 Women's,Liberty D1 Women's,21,16,21,19,,,Becca Tussi,Jo Malone,Abigail Bayog,Adele Beamer
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,NEU D1 vs NC State D1,NEU D1 Open A,NC State D1 Open A,NEU D1 Open A,21,9,21,11,,,Andrew Nee,sam diani,john buchanan,nathan benjiman
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,NEU D1 vs NC State D1,NEU D1 Open B,NC State D1 Open B,NEU D1 Open B,21,8,21,13,,,Jackson Biggs,Mitchell Whelan,jonah walker,Aaron Simpson
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,NEU D1 vs NC State D1,NEU D1 Open C,NC State D1 Open C,NEU D1 Open C,21,11,21,18,,,Aidan Sprouls,Tim Matten,Vaughn gooding,eli mosley
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,NEU D1 vs NC State D1,NEU D1 Coed,NC State D1 Coed,NEU D1 Coed,21,8,21,4,,,Abigale Lamontagne,Matt Wallach,Alex DuBois,jadyn steele
Playoff Bracket,Division 1 Women's,Bracket A,Quarter-final,Best of 3,NEU D1 vs NC State D1,NEU D1 Women's,NC State D1 Women's,NEU D1 Women's,21,4,21,12,,,Lia Maag,Malia Wanderer,laura zachar,rosie craven
Playoff Bracket,Division 1 Open,Bracket A,P5: Final,Best of 3,Virginia Tech D1 vs Michigan State D1,Virginia Tech D1 Open A,Michigan State D1 Open A,Michigan State D1 Open A,17,21,21,13,15,21,Jaxon Gonzalez,Jon Esposo,Jack Drouare,Korbin Thompson
Playoff Bracket,Division 1 Open,Bracket A,P5: Final,Best of 3,Virginia Tech D1 vs Michigan State D1,Virginia Tech D1 Open B,Michigan State D1 Open B,Virginia Tech D1 Open B,21,19,21,19,,,Dylan DiDona,Porter DuHadway,Weston Motloch,Zach Mazzuchi
Playoff Bracket,Division 1 Open,Bracket A,P5: Final,Best of 3,Virginia Tech D1 vs Michigan State D1,Virginia Tech D1 Open C,Michigan State D1 Open C,Michigan State D1 Open C,18,21,,,,,Ben Epps,Owen Stuckman,Jacob Purser,Nathan Warner
Playoff Bracket,Division 1 Open,Bracket A,P5: Final,Best of 3,Virginia Tech D1 vs Michigan State D1,Virginia Tech D1 Coed,Michigan State D1 Coed,Virginia Tech D1 Coed,21,19,21,15,,,Drew Keely,Katheleen Phan,Caleb Rellis,Emily Lubahn
Playoff Bracket,Division 1 Women's,Bracket A,P5: Final,Best of 3,Virginia Tech D1 vs Michigan State D1,Virginia Tech D1 Women's,Michigan State D1 Women's,Virginia Tech D1 Women's,21,15,21,14,,,Ashley Hunt,Elly Kuzma,Katie Hansen,Natalie Hansen
Playoff Bracket,Division 1 Open,Bracket B,Semi-final,Best of 3,KSU D1 vs Siena/RPI D1,KSU D1 Open A,Siena/RPI D1 Open A,Siena/RPI D1 Open A,19,21,18,21,,,Connar Kloehn,Parker McKinney,Joshua Aguilar,Noah Lerner-Morelle
Playoff Bracket,Division 1 Open,Bracket B,Semi-final,Best of 3,KSU D1 vs Siena/RPI D1,KSU D1 Open B,Siena/RPI D1 Open B,Siena/RPI D1 Open B,21,14,19,21,17,21,Jake Kelley,Parker Smith,Daniel Krupp,Michael Vilardo
Playoff Bracket,Division 1 Open,Bracket B,Semi-final,Best of 3,KSU D1 vs Siena/RPI D1,KSU D1 Open C,Siena/RPI D1 Open C,KSU D1 Open C,21,19,21,12,,,Collin Ireland,Lane Morris,Andrew Higginbotham,Matthew Brady
Playoff Bracket,Division 1 Open,Bracket B,Semi-final,Best of 3,KSU D1 vs Siena/RPI D1,KSU D1 Coed,Siena/RPI D1 Coed,KSU D1 Coed,21,6,21,6,,,Austin Niles,Leah Freeman,Cole Bombard,Megan Dwire
Playoff Bracket,Division 1 Women's,Bracket B,Semi-final,Best of 3,KSU D1 vs Siena/RPI D1,KSU D1 Women's,Siena/RPI D1 Women's,Siena/RPI D1 Women's,7,21,6,21,,,Ava Holtz,Ellie Bennett,Emily Stewart,Kelsey Higgins
Playoff Bracket,Division 1 Open,Bracket A,P5: Final,Best of 3,NC State D1 vs VCU D1,NC State D1 Open A,VCU D1 Open A,,,,,,,,john buchanan,nathan benjiman,Brock Lodato,Sean Santos
Playoff Bracket,Division 1 Open,Bracket A,P5: Final,Best of 3,NC State D1 vs VCU D1,NC State D1 Open B,VCU D1 Open B,,,,,,,,jonah walker,Aaron Simpson,Owen Wallace,Ryland Holdren
Playoff Bracket,Division 1 Open,Bracket A,P5: Final,Best of 3,NC State D1 vs VCU D1,NC State D1 Open C,VCU D1 Open C,,,,,,,,Vaughn gooding,eli mosley,Sebastian Grant,Zachary Small
Playoff Bracket,Division 1 Open,Bracket A,P5: Final,Best of 3,NC State D1 vs VCU D1,NC State D1 Coed,VCU D1 Coed,,,,,,,,Alex DuBois,jadyn steele,Jyneece Conway-Layman,Nathaniel Hughes
Playoff Bracket,Division 1 Women's,Bracket A,P5: Final,Best of 3,NC State D1 vs VCU D1,NC State D1 Women's,VCU D1 Women's,,,,,,,,laura zachar,rosie craven,Bel Belvedere,Lauren Viado
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,Penn State D1 Blue vs Virginia Tech D1,Penn State D1 Blue Open A,Virginia Tech D1 Open A,,24,26,21,15,,,Jake Hurst,Matthew Mesaros,Jaxon Gonzalez,Jon Esposo
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,Penn State D1 Blue vs Virginia Tech D1,Penn State D1 Blue Open B,Virginia Tech D1 Open B,Penn State D1 Blue Open B,21,9,21,10,,,JT Mankowich,Michael Moniz,Dylan DiDona,Porter DuHadway
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,Penn State D1 Blue vs Virginia Tech D1,Penn State D1 Blue Open C,Virginia Tech D1 Open C,Penn State D1 Blue Open C,21,13,21,17,,,Diego Lopez,Kade Kulpinski,Ben Epps,Owen Stuckman
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,Penn State D1 Blue vs Virginia Tech D1,Penn State D1 Blue Coed,Virginia Tech D1 Coed,Penn State D1 Blue Coed,21,19,21,19,,,Evangelia Hahalis,Zach Young,Drew Keely,Katheleen Phan
Playoff Bracket,Division 1 Women's,Bracket A,Quarter-final,Best of 3,Penn State D1 Blue vs Virginia Tech D1,Penn State D1 Blue Women's,Virginia Tech D1 Women's,Virginia Tech D1 Women's,21,18,11,21,19,21,Adrianna Vargas,Alaina Althouse,Ashley Hunt,Elly Kuzma
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,Cal Poly D1 vs VCU D1,Cal Poly D1 Open A,VCU D1 Open A,Cal Poly D1 Open A,21,13,22,20,,,Eli Wortman,Jake Woolley,Brock Lodato,Sean Santos
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,Cal Poly D1 vs VCU D1,Cal Poly D1 Open B,VCU D1 Open B,Cal Poly D1 Open B,21,12,21,12,,,Calvin Chang,Reece Greer,Owen Wallace,Ryland Holdren
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,Cal Poly D1 vs VCU D1,Cal Poly D1 Open C,VCU D1 Open C,Cal Poly D1 Open C,21,7,21,3,,,Aiden edwards,Gabriel Rouse,Sebastian Grant,Zachary Small
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,Cal Poly D1 vs VCU D1,Cal Poly D1 Coed,VCU D1 Coed,Cal Poly D1 Coed,21,5,21,3,,,Alex Veron,Theo Maiorca,Jyneece Conway-Layman,Nathaniel Hughes
Playoff Bracket,Division 1 Women's,Bracket A,Quarter-final,Best of 3,Cal Poly D1 vs VCU D1,Cal Poly D1 Women's,VCU D1 Women's,VCU D1 Women's,14,21,12,21,,,Kaiya endo,Lauren Eckert,Bel Belvedere,Lauren Viado
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,UGA Black vs Michigan State D1,UGA Black Open A,Michigan State D1 Open A,,23,21,18,21,,,Andrew Yancey,Peyton Stack,Jack Drouare,Korbin Thompson
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,UGA Black vs Michigan State D1,UGA Black Open B,Michigan State D1 Open B,UGA Black Open B,21,19,21,18,,,Isaac Mixon,Nate Von Der Sitt,Weston Motloch,Zach Mazzuchi
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,UGA Black vs Michigan State D1,UGA Black Open C,Michigan State D1 Open C,UGA Black Open C,21,11,21,15,,,Jeremy Lee,Luke Nettles,Jacob Purser,Nathan Warner
Playoff Bracket,Division 1 Open,Bracket A,Quarter-final,Best of 3,UGA Black vs Michigan State D1,UGA Black Coed,Michigan State D1 Coed,UGA Black Coed,21,10,21,18,,,Braedan Thomas,Kirra Diaz,Caleb Rellis,Emily Lubahn
Playoff Bracket,Division 1 Women's,Bracket A,Quarter-final,Best of 3,UGA Black vs Michigan State D1,UGA Black Women's,Michigan State D1 Women's,UGA Black Women's,21,10,21,12,,,Mckenna Mckean,Savannah Obert,Katie Hansen,Natalie Hansen
Playoff Bracket,Division 1 Open,Bracket B,Final,Best of 3,Liberty D1 vs Siena/RPI D1,Liberty D1 Open A,Siena/RPI D1 Open A,Liberty D1 Open A,21,19,21,17,,,Ethan Davis,Jacob Summers,Joshua Aguilar,Noah Lerner-Morelle
Playoff Bracket,Division 1 Open,Bracket B,Final,Best of 3,Liberty D1 vs Siena/RPI D1,Liberty D1 Open B,Siena/RPI D1 Open B,Liberty D1 Open B,21,13,21,16,,,Josh Puffenberger,Tim G.,Daniel Krupp,Michael Vilardo
Playoff Bracket,Division 1 Open,Bracket B,Final,Best of 3,Liberty D1 vs Siena/RPI D1,Liberty D1 Open C,Siena/RPI D1 Open C,Liberty D1 Open C,21,17,21,15,,,Daniel Porter,Isaac Haynes,Andrew Higginbotham,Matthew Brady
Playoff Bracket,Division 1 Open,Bracket B,Final,Best of 3,Liberty D1 vs Siena/RPI D1,Liberty D1 Coed,Siena/RPI D1 Coed,Siena/RPI D1 Coed,11,21,21,15,19,21,JP Hoheisel,Seth Stokarski,Cole Bombard,Megan Dwire
Playoff Bracket,Division 1 Women's,Bracket B,Final,Best of 3,Liberty D1 vs Siena/RPI D1,Liberty D1 Women's,Siena/RPI D1 Women's,Siena/RPI D1 Women's,18,21,21,23,,,Becca Tussi,Jo Malone,Emily Stewart,Kelsey Higgins
Playoff Bracket,Division 1 Open,Bracket A,Semi-final,Best of 3,NEU D1 vs Penn State D1 Blue,NEU D1 Open A,Penn State D1 Blue Open A,,20,22,21,13,,,Andrew Nee,sam diani,Jake Hurst,Matthew Mesaros
Playoff Bracket,Division 1 Open,Bracket A,Semi-final,Best of 3,NEU D1 vs Penn State D1 Blue,NEU D1 Open B,Penn State D1 Blue Open B,NEU D1 Open B,21,14,21,18,,,Jackson Biggs,Mitchell Whelan,JT Mankowich,Michael Moniz
Playoff Bracket,Division 1 Open,Bracket A,Semi-final,Best of 3,NEU D1 vs Penn State D1 Blue,NEU D1 Open C,Penn State D1 Blue Open C,NEU D1 Open C,21,16,21,16,,,Aidan Sprouls,Tim Matten,Diego Lopez,Kade Kulpinski
Playoff Bracket,Division 1 Open,Bracket A,Semi-final,Best of 3,NEU D1 vs Penn State D1 Blue,NEU D1 Coed,Penn State D1 Blue Coed,NEU D1 Coed,21,10,21,11,,,Abigale Lamontagne,Matt Wallach,Evangelia Hahalis,Zach Young
Playoff Bracket,Division 1 Women's,Bracket A,Semi-final,Best of 3,NEU D1 vs Penn State D1 Blue,NEU D1 Women's,Penn State D1 Blue Women's,NEU D1 Women's,21,5,21,12,,,Lia Maag,Malia Wanderer,Adrianna Vargas,Alaina Althouse
Playoff Bracket,Division 1 Open,Bracket A,Semi-final,Best of 3,Cal Poly D1 vs UGA Black,Cal Poly D1 Open A,UGA Black Open A,Cal Poly D1 Open A,21,19,21,12,,,Eli Wortman,Jake Woolley,Andrew Yancey,Peyton Stack
Playoff Bracket,Division 1 Open,Bracket A,Semi-final,Best of 3,Cal Poly D1 vs UGA Black,Cal Poly D1 Open B,UGA Black Open B,UGA Black Open B,21,12,17,21,15,21,Calvin Chang,Reece Greer,Isaac Mixon,Nate Von Der Sitt
Playoff Bracket,Division 1 Open,Bracket A,Semi-final,Best of 3,Cal Poly D1 vs UGA Black,Cal Poly D1 Open C,UGA Black Open C,Cal Poly D1 Open C,16,21,21,11,21,0,Aiden edwards,Gabriel Rouse,Jeremy Lee,Luke Nettles
Playoff Bracket,Division 1 Open,Bracket A,Semi-final,Best of 3,Cal Poly D1 vs UGA Black,Cal Poly D1 Coed,UGA Black Coed,Cal Poly D1 Coed,21,14,21,16,,,Alex Veron,Theo Maiorca,Braedan Thomas,Kirra Diaz
Playoff Bracket,Division 1 Women's,Bracket A,Semi-final,Best of 3,Cal Poly D1 vs UGA Black,Cal Poly D1 Women's,UGA Black Women's,UGA Black Women's,12,21,5,21,,,Kaiya endo,Lauren Eckert,Mckenna Mckean,Savannah Obert
Playoff Bracket,Division 1 Open,Bracket A,Final,Best of 3,NEU D1 vs Cal Poly D1,NEU D1 Open A,Cal Poly D1 Open A,Cal Poly D1 Open A,19,21,,,,,Andrew Nee,sam diani,Eli Wortman,Jake Woolley
Playoff Bracket,Division 1 Open,Bracket A,Final,Best of 3,NEU D1 vs Cal Poly D1,NEU D1 Open B,Cal Poly D1 Open B,NEU D1 Open B,21,8,13,21,21,10,Jackson Biggs,Mitchell Whelan,Calvin Chang,Reece Greer
Playoff Bracket,Division 1 Open,Bracket A,Final,Best of 3,NEU D1 vs Cal Poly D1,NEU D1 Open C,Cal Poly D1 Open C,Cal Poly D1 Open C,13,21,,,,,Aidan Sprouls,Tim Matten,Aiden edwards,Gabriel Rouse
Playoff Bracket,Division 1 Open,Bracket A,Final,Best of 3,NEU D1 vs Cal Poly D1,NEU D1 Coed,Cal Poly D1 Coed,NEU D1 Coed,21,6,21,7,,,Abigale Lamontagne,Matt Wallach,Alex Veron,Theo Maiorca
Playoff Bracket,Division 1 Women's,Bracket A,Final,Best of 3,NEU D1 vs Cal Poly D1,NEU D1 Women's,Cal Poly D1 Women's,NEU D1 Women's,21,5,21,7,,,Lia Maag,Malia Wanderer,Kaiya endo,Lauren Eckert
Pool Play,Division 2 Open,Pool A,1,Single game,Baylor vs UMD D2,Baylor Open A,UMD D2 Open A,Baylor Open A,21,14,,,,,Aidan Riley,Tyler Fernandez,Soren,Thomas Ross
Pool Play,Division 2 Open,Pool A,1,Single game,Baylor vs UMD D2,Baylor Open B,UMD D2 Open B,Baylor Open B,21,5,,,,,Micah Allin,Parker Hall,Joseph Vaisman,Ryan Cheriathundam
Pool Play,Division 2 Open,Pool A,1,Single game,Baylor vs UMD D2,Baylor Coed,UMD D2 Coed,Baylor Coed,21,10,,,,,Haleigh Manske,Jake Rasmussen,Charles Labarge,Lily Rhudy
Pool Play,Division 2 Open,Pool A,1,Single game,UMD D2 vs NKU D2,UMD D2 Open A,NKU D2 A team (Open),UMD D2 Open A,21,16,,,,,Soren,Thomas Ross,Evan Talley,Logan Graham
Pool Play,Division 2 Open,Pool A,1,Single game,UMD D2 vs NKU D2,UMD D2 Open B,NKU D2 B team (Open),NKU D2 B team (Open),7,21,,,,,Joseph Vaisman,Ryan Cheriathundam,Jason Reid,Preston Winiger
Pool Play,Division 2 Open,Pool A,1,Single game,UMD D2 vs NKU D2,UMD D2 Coed,NKU D2 Mixed,NKU D2 Mixed,10,21,,,,,Charles Labarge,Lily Rhudy,Connor Wallace,Kylie Anderson
Pool Play,Division 2 Open,Pool A,1,Single game,Baylor vs NKU D2,Baylor Open A,NKU D2 A team (Open),Baylor Open A,21,10,,,,,Aidan Riley,Tyler Fernandez,Evan Talley,Logan Graham
Pool Play,Division 2 Open,Pool A,1,Single game,Baylor vs NKU D2,Baylor Open B,NKU D2 B team (Open),Baylor Open B,21,16,,,,,Micah Allin,Parker Hall,Jason Reid,Preston Winiger
Pool Play,Division 2 Open,Pool A,1,Single game,Baylor vs NKU D2,Baylor Coed,NKU D2 Mixed,NKU D2 Mixed,12,21,,,,,Haleigh Manske,Jake Rasmussen,Connor Wallace,Kylie Anderson
Pool Play,Division 2 Open,Pool B,1,Single game,Montana State D2 vs NC State D2 Red,Montana State D2 Open A,NC State D2 Red Open A,Montana State D2 Open A,21,14,,,,,Cole Matas,sam Russo,gray calaway,grayson lloyd
Pool Play,Division 2 Open,Pool B,1,Single game,Montana State D2 vs NC State D2 Red,Montana State D2 Open B,NC State D2 Red Open B,NC State D2 Red Open B,12,21,,,,,Caleb Osborn,Chris Gritzmaker,camden lee,Dale Leibee
