Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team B - Player 1,Team B - Player 2,Team B - Player 3
Pool Play,Premier +5.0,Group C,6,Single game,Grant/Capobianco,Munchkins,Grant/Capobianco,21,15,,,,,Michael Capobianco,Dustin Grant,,Jack Walker,Samuel Davis,
Pool Play,Premier +5.0,Group D,6,Single game,Road Rage,The Klondike Bars,The Klondike Bars,20,22,,,,,Matt Spolarich,Justin Shaytar,,Caleb Jarrett,Chandler Hertzler,
Pool Play,Premier +5.0,Group D,6,Single game,VBR BARNBALL,Keener’s weeners and Sid’s kids,VBR BARNBALL,21,17,,,,,Nathan Montgomery,James Mitchum,,Tyler Keener,Sidney Mathues,
Pool Play,Premier +5.0,Group E,6,Single game,Boogie Woogie,fathomable,fathomable,16,21,,,,,Adam Porter,Ben Savage,,Bradley Clark,Bransen Eppes,
Pool Play,Premier +5.0,Group E,6,Single game,David/Marlon,CCR - Jets dead?,CCR - Jets dead?,16,21,,,,,Marlon Fleming,David Gonzales,,Matt Garbecki,Gabe Packevicz,
Pool Play,Premier +5.0,Group F,6,Single game,Kyler/Church,Bait and Switch,Kyler/Church,21,14,,,,,Kyler Cote,Taylor Church,,Owen Bass,Ellis Bass,
Pool Play,Premier +5.0,Group F,6,Single game,Limitless Faith,Reid's Practice Squad,Limitless Faith,21,14,,,,,Ethan Domster,Andrew Raber,,Maciah Aldrich,Jon Moe,
Pool Play,Premier +5.0,Group G,6,Single game,Chu là,Akimbo,Chu là,21,17,,,,,Thomas Déry,Guillaume Bilodeau,,Jared Beaufait,Chase Meyer,
Pool Play,Premier +5.0,Group G,6,Single game,Weeks/White,WE BRING THE BOOM,Weeks/White,21,18,,,,,Brooks Weeks,Caleb White,,Henrik Hoeldtke,Dan Bonowski,
Pool Play,Premier +5.0,Group H,6,Single game,Biggie’s Step-Dads,Yum Yum Shop,Yum Yum Shop,16,21,,,,,Clifford Amadeo LeVeque,Nick Evanko,,Brandon Stokes,Dalton Gilder,
Pool Play,Premier +5.0,Group H,6,Single game,Dethrone,Out Of System,Dethrone,21,15,,,,,Patricio Duran,Ryan Fernandez,,Chris Hartings,Aleks Essen,
Pool Play,Premier +5.0,Group I,6,Single game,Disordered,Shockwave,Disordered,21,13,,,,,Andrew Greer,Solomon Berry,,Sam Bunze,John Buchanan,
Pool Play,Premier +5.0,Group I,6,Single game,Green,Beauty and the Beast,Green,21,17,,,,,Lucas Hope,Connor Prelich,,Thomas Langlois,William Chenier,
Pool Play,Premier +5.0,Group J,6,Single game,Shorter & Taller,Bruh moment,Shorter & Taller,21,19,,,,,Caleb Shorter,Andrew Sullivan,,Garrett Blanchard,Jacob Arzaga,
Pool Play,Premier +5.0,Group J,6,Single game,Chicken Wing,Cubbies,Cubbies,19,21,,,,,Justin Wang,Kevin Chen,,Sam Mccune,Riley Nassour,
Pool Play,Premier +5.0,Group K,6,Single game,Allin/Bunze,Coast to Coast,Allin/Bunze,23,21,,,,,Benjamin Bunze,Micah Allin,,Sam Clarke,Juan Moscoso,
Pool Play,Premier +5.0,Group K,6,Single game,PBR SOSD Last Dance,2 Rookies,2 Rookies,19,21,,,,,Brian Perlson,Ezra Dantowitz,,Tyler Cisek,Preston Bies,
Pool Play,Premier +5.0,Group L,6,Single game,Shower Party,TBR Engorged,Shower Party,21,15,,,,,Henry Pilliod,Olivier Laurin,,Cole Maddox,Brandon Tice,
Pool Play,Premier +5.0,Group L,6,Single game,Free On Mach,Stout-U-Mah,Free On Mach,21,17,,,,,Pat Marinich,Demitri Forand,,Jared Kula,Brady Van Straten,
Pool Play,Premier +5.0,Group M,6,Single game,O’Block B-Team,Cleveland Cowboys,O’Block B-Team,21,16,,,,,Neal Bergman,Joey Reynolds,,Daniel Patten,Levi Rogers,
Pool Play,Premier +5.0,Group M,6,Single game,cloudy with A chance of servball,ABG Busty,cloudy with A chance of servball,21,14,,,,,Adam Weiss,Chase Bremner,,Jeremy Lee,Peyton Stack,
Pool Play,Premier +5.0,Group N,6,Single game,Amnesia,Moo Deng,Amnesia,21,16,,,,,Tyler Stokes,Garrett Carver,,Kurt Lannetti,Liam Sherron,
Pool Play,Premier +5.0,Group N,6,Single game,TSA,Groovy Goofies,TSA,21,19,,,,,Braedan Thomas,Harrison Baisden,,Guillaume Boilard,Samuel Poirier,
Pool Play,Premier +5.0,Group O,6,Single game,Dinomite,Camp Mak-A-Dream,Dinomite,21,13,,,,,Auriel Wish,Charlie Camarena,,Josef Quispe,Tommy Drake,
Pool Play,Premier +5.0,Group O,6,Single game,Freakuency Shift,Oops,Oops,14,21,,,,,Seth Cutler,Prady Vijayakumar,,Jackson Biggs,Javier Vidal,
Pool Play,Premier +5.0,Group P,6,Single game,The Diamond Dogs,LL Come & Go,The Diamond Dogs,21,19,,,,,Bennett Anderson,Reid Pfutzenreuter,,Mike Garrett,Jake Mottershead,
Pool Play,Premier +5.0,Group P,6,Single game,Captain 🇨🇦,Relentless D,Captain 🇨🇦,21,16,,,,,Reilly Paquette,Peter Lam,,John Putney,Ethan Westfall,
Pool Play,Premier +5.0,Group Q,6,Single game,Weather boys,"MLR Gooey Guys ",Weather boys,21,18,,,,,Joey Maichen,Charles Tipton,,Rob's Traveler,Tim Lacagnina,
Pool Play,Premier +5.0,Group Q,6,Single game,Knotty Beans,COM'ON !!!,Knotty Beans,21,8,,,,,Coleman Epperson,Ryan Fitzgerald,,Luc Vincent Guay,Xavier Lambert,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Chu là,Camp Mak-A-Dream,Chu là,21,15,21,10,,,Thomas Déry,Guillaume Bilodeau,,Josef Quispe,Tommy Drake,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Kyler/Church,hella breaks,Kyler/Church,24,22,21,17,,,Kyler Cote,Taylor Church,,Caleb Brock,Drew Ryder,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Glizzy Gladiators,Push 'til Failure,Glizzy Gladiators,21,13,21,16,,,Jacob Summers,Polk Denmark,,Tyler Fernandez,Josh Hutko,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Fowler/Hinkle,VBR BARNBALL,Fowler/Hinkle,23,21,21,15,,,Kyle Fowler,fredric hinkle,,Nathan Montgomery,James Mitchum,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,The Diamond Dogs,Moo Deng,The Diamond Dogs,21,15,21,19,,,Bennett Anderson,Reid Pfutzenreuter,,Kurt Lannetti,Liam Sherron,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,O’Block B-Team,Akimbo,Akimbo,1,0,0,1,0,1,Neal Bergman,Joey Reynolds,,Jared Beaufait,Chase Meyer,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Biggie’s Step-Dads,Oops,Biggie’s Step-Dads,21,19,21,17,,,Clifford Amadeo LeVeque,Nick Evanko,,Jackson Biggs,Javier Vidal,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Shorter & Taller,JJ Dr. Jackal and Mr. Fried,Shorter & Taller,21,16,21,13,,,Caleb Shorter,Andrew Sullivan,,Grant Marshall,James Ledbetter,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Dinomite,Road Rage,Dinomite,25,23,21,13,,,Auriel Wish,Charlie Camarena,,Matt Spolarich,Justin Shaytar,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,HowMuchWoodWouldJackWoodIfJackCould,Quality Control,Quality Control,21,17,16,21,18,21,Jackson Wood,Izayah Gibson,,Samuel Corey,Artie Singer,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Shower Party,cloudy with A chance of servball,Shower Party,20,22,21,16,26,24,Henry Pilliod,Olivier Laurin,,Adam Weiss,Chase Bremner,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Boogie Woogie,Bruh moment,Boogie Woogie,21,18,21,17,,,Adam Porter,Ben Savage,,Garrett Blanchard,Jacob Arzaga,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,2 Rookies,Coast to Coast,Coast to Coast,21,17,17,21,18,21,Tyler Cisek,Preston Bies,,Sam Clarke,Juan Moscoso,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Weather boys,fathomable,fathomable,18,21,21,15,16,21,Joey Maichen,Charles Tipton,,Bradley Clark,Bransen Eppes,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Amnesia,LL Come & Go,LL Come & Go,17,21,15,21,,,Tyler Stokes,Garrett Carver,,Mike Garrett,Jake Mottershead,
Bracket Play,Premier +5.0,Bracket A,Round of 32,Best of 3,Knotty Beans,Disordered,Disordered,13,21,20,22,,,Coleman Epperson,Ryan Fitzgerald,,Andrew Greer,Solomon Berry,
Bracket Play,Premier +5.0,Bracket A,Round of 16,Best of 3,Chu là,Disordered,Chu là,21,16,21,13,,,Thomas Déry,Guillaume Bilodeau,,Andrew Greer,Solomon Berry,
Bracket Play,Premier +5.0,Bracket A,Round of 16,Best of 3,Kyler/Church,LL Come & Go,Kyler/Church,21,18,16,21,25,23,Kyler Cote,Taylor Church,,Mike Garrett,Jake Mottershead,
Bracket Play,Premier +5.0,Bracket A,Round of 16,Best of 3,Glizzy Gladiators,fathomable,Glizzy Gladiators,21,13,21,6,,,Jacob Summers,Polk Denmark,,Bradley Clark,Bransen Eppes,
Bracket Play,Premier +5.0,Bracket A,Round of 16,Best of 3,Fowler/Hinkle,Coast to Coast,Fowler/Hinkle,1,0,1,0,,,Kyle Fowler,fredric hinkle,,Sam Clarke,Juan Moscoso,
Bracket Play,Premier +5.0,Bracket A,Round of 16,Best of 3,The Diamond Dogs,Boogie Woogie,The Diamond Dogs,25,27,21,18,21,18,Bennett Anderson,Reid Pfutzenreuter,,Adam Porter,Ben Savage,
Bracket Play,Premier +5.0,Bracket A,Round of 16,Best of 3,Akimbo,Shower Party,Shower Party,17,21,20,22,,,Jared Beaufait,Chase Meyer,,Henry Pilliod,Olivier Laurin,
Bracket Play,Premier +5.0,Bracket A,Round of 16,Best of 3,Biggie’s Step-Dads,Quality Control,Biggie’s Step-Dads,21,11,21,14,,,Clifford Amadeo LeVeque,Nick Evanko,,Samuel Corey,Artie Singer,
Bracket Play,Premier +5.0,Bracket A,Round of 16,Best of 3,Shorter & Taller,Dinomite,Shorter & Taller,21,15,16,21,21,18,Caleb Shorter,Andrew Sullivan,,Auriel Wish,Charlie Camarena,
Bracket Play,Premier +5.0,Bracket A,P17: Round of 16,Single game,Amnesia,hella breaks,hella breaks,-1,0,,,,,Tyler Stokes,Garrett Carver,,Caleb Brock,Drew Ryder,
Bracket Play,Premier +5.0,Bracket A,P17: Round of 16,Single game,2 Rookies,VBR BARNBALL,VBR BARNBALL,-1,0,,,,,Tyler Cisek,Preston Bies,,Nathan Montgomery,James Mitchum,
Bracket Play,Premier +5.0,Bracket A,P17: Round of 16,Single game,Bruh moment,Moo Deng,Moo Deng,0,1,,,,,Garrett Blanchard,Jacob Arzaga,,Kurt Lannetti,Liam Sherron,
Bracket Play,Premier +5.0,Bracket A,P17: Round of 16,Single game,cloudy with A chance of servball,O’Block B-Team,O’Block B-Team,18,21,,,,,Adam Weiss,Chase Bremner,,Neal Bergman,Joey Reynolds,
Bracket Play,Premier +5.0,Bracket A,Quarter-final,Best of 3,Chu là,Shorter & Taller,Chu là,21,19,24,22,,,Thomas Déry,Guillaume Bilodeau,,Caleb Shorter,Andrew Sullivan,
Bracket Play,Premier +5.0,Bracket A,Quarter-final,Best of 3,Kyler/Church,Biggie’s Step-Dads,Biggie’s Step-Dads,21,19,16,21,14,21,Kyler Cote,Taylor Church,,Clifford Amadeo LeVeque,Nick Evanko,
Bracket Play,Premier +5.0,Bracket A,Quarter-final,Best of 3,Glizzy Gladiators,Shower Party,Glizzy Gladiators,21,16,21,17,,,Jacob Summers,Polk Denmark,,Henry Pilliod,Olivier Laurin,
Bracket Play,Premier +5.0,Bracket A,Quarter-final,Best of 3,Fowler/Hinkle,The Diamond Dogs,The Diamond Dogs,18,21,21,17,19,21,Kyle Fowler,fredric hinkle,,Bennett Anderson,Reid Pfutzenreuter,
Bracket Play,Premier +5.0,Bracket A,P9: Quarter-final,Single game,Dinomite,Disordered,Disordered,-2,0,,,,,Auriel Wish,Charlie Camarena,,Andrew Greer,Solomon Berry,
Bracket Play,Premier +5.0,Bracket A,P17: Quarter-final,Single game,VBR BARNBALL,Moo Deng,Moo Deng,0,1,,,,,Nathan Montgomery,James Mitchum,,Kurt Lannetti,Liam Sherron,
Bracket Play,Premier +5.0,Bracket A,Semi-final,Best of 3,Chu là,The Diamond Dogs,Chu là,21,9,16,21,21,15,Thomas Déry,Guillaume Bilodeau,,Bennett Anderson,Reid Pfutzenreuter,
Bracket Play,Premier +5.0,Bracket A,Semi-final,Best of 3,Biggie’s Step-Dads,Glizzy Gladiators,Glizzy Gladiators,15,21,14,21,,,Clifford Amadeo LeVeque,Nick Evanko,,Jacob Summers,Polk Denmark,
Bracket Play,Premier +5.0,Bracket A,P5: Semi-final,Single game,Shower Party,Kyler/Church,Kyler/Church,0,2,,,,,Henry Pilliod,Olivier Laurin,,Kyler Cote,Taylor Church,
Bracket Play,Premier +5.0,Bracket A,Final,Best of 3,Chu là,Glizzy Gladiators,Glizzy Gladiators,15,21,21,19,16,21,Thomas Déry,Guillaume Bilodeau,,Jacob Summers,Polk Denmark,
Bracket Play,Premier +5.0,Bracket A,P3: Final,Best of 3,Biggie’s Step-Dads,The Diamond Dogs,Biggie’s Step-Dads,21,19,21,18,,,Clifford Amadeo LeVeque,Nick Evanko,,Bennett Anderson,Reid Pfutzenreuter,
Bracket Play,Premier +5.0,Bracket B,Round of 64,Best of 3,PBR SOSD Last Dance,ABG Busty,PBR SOSD Last Dance,16,21,21,17,21,19,Brian Perlson,Ezra Dantowitz,,Jeremy Lee,Peyton Stack,
Bracket Play,Premier +5.0,Bracket B,Round of 64,Best of 3,Relentless D,Munchkins,Relentless D,0,-1,18,21,21,19,John Putney,Ethan Westfall,,Jack Walker,Samuel Davis,
Bracket Play,Premier +5.0,Bracket B,Round of 64,Best of 3,Freakuency Shift,COM'ON !!!,Freakuency Shift,1,0,1,0,,,Seth Cutler,Prady Vijayakumar,,Luc Vincent Guay,Xavier Lambert,
Bracket Play,Premier +5.0,Bracket B,Round of 64,Best of 3,WE BRING THE BOOM,Chicken Wing,Chicken Wing,0,1,1,0,0,1,Henrik Hoeldtke,Dan Bonowski,,Justin Wang,Kevin Chen,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,"MLR Gooey Guys ",Chicken Wing,Chicken Wing,0,1,-1,0,,,Rob's Traveler,Tim Lacagnina,,Justin Wang,Kevin Chen,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,TBR Engorged,Freakuency Shift,TBR Engorged,0,1,1,0,1,0,Cole Maddox,Brandon Tice,,Seth Cutler,Prady Vijayakumar,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Shockwave,Relentless D,Shockwave,1,0,0,1,1,0,Sam Bunze,John Buchanan,,John Putney,Ethan Westfall,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Allin/Bunze,PBR SOSD Last Dance,Allin/Bunze,21,15,21,13,,,Benjamin Bunze,Micah Allin,,Brian Perlson,Ezra Dantowitz,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Cubbies,Too Much Sandwich,Cubbies,21,9,22,20,,,Sam Mccune,Riley Nassour,,Joseph Motto,Sean Caufield,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Yum Yum Shop,Straight Outta Brittingham,Yum Yum Shop,1,0,1,0,,,Brandon Stokes,Dalton Gilder,,Devon Lee,Anthony Winney,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Beauty and the Beast,Freak Martha,Beauty and the Beast,30,28,21,16,,,Thomas Langlois,William Chenier,,Jake Martha,Kelly O’Connor,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Cleveland Cowboys,David/Marlon,Cleveland Cowboys,1,0,1,0,,,Daniel Patten,Levi Rogers,,Marlon Fleming,David Gonzales,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,The Klondike Bars,Captain 🇨🇦,The Klondike Bars,21,16,18,21,21,18,Caleb Jarrett,Chandler Hertzler,,Reilly Paquette,Peter Lam,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Bait and Switch,Weeks/White,Weeks/White,33,31,20,22,18,21,Owen Bass,Ellis Bass,,Brooks Weeks,Caleb White,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Keener’s weeners and Sid’s kids,Limitless Faith,Limitless Faith,0,1,0,1,,,Tyler Keener,Sidney Mathues,,Ethan Domster,Andrew Raber,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Stout-U-Mah,Reid's Practice Squad,Stout-U-Mah,21,17,21,17,,,Jared Kula,Brady Van Straten,,Maciah Aldrich,Jon Moe,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Out Of System,CCR - Jets dead?,Out Of System,22,20,21,13,,,Chris Hartings,Aleks Essen,,Matt Garbecki,Gabe Packevicz,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Free On Mach,Grant/Capobianco,Grant/Capobianco,21,23,17,21,,,Pat Marinich,Demitri Forand,,Michael Capobianco,Dustin Grant,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,TSA,Dethrone,Dethrone,12,21,18,21,,,Braedan Thomas,Harrison Baisden,,Patricio Duran,Ryan Fernandez,
Bracket Play,Premier +5.0,Bracket B,Round of 32,Best of 3,Green,Groovy Goofies,Groovy Goofies,1,0,0,1,0,1,Lucas Hope,Connor Prelich,,Guillaume Boilard,Samuel Poirier,
Bracket Play,Premier +5.0,Bracket B,Round of 16,Best of 3,Chicken Wing,Groovy Goofies,Groovy Goofies,19,21,8,21,,,Justin Wang,Kevin Chen,,Guillaume Boilard,Samuel Poirier,
Bracket Play,Premier +5.0,Bracket B,Round of 16,Best of 3,TBR Engorged,Dethrone,Dethrone,-1,0,-1,0,,,Cole Maddox,Brandon Tice,,Patricio Duran,Ryan Fernandez,
Bracket Play,Premier +5.0,Bracket B,Round of 16,Best of 3,Shockwave,Grant/Capobianco,Shockwave,19,21,21,13,21,18,Sam Bunze,John Buchanan,,Michael Capobianco,Dustin Grant,
Bracket Play,Premier +5.0,Bracket B,Round of 16,Best of 3,Allin/Bunze,Out Of System,Allin/Bunze,21,17,1,0,,,Benjamin Bunze,Micah Allin,,Chris Hartings,Aleks Essen,
Bracket Play,Premier +5.0,Bracket B,Round of 16,Best of 3,Cubbies,Stout-U-Mah,Cubbies,17,21,21,19,21,19,Sam Mccune,Riley Nassour,,Jared Kula,Brady Van Straten,
Bracket Play,Premier +5.0,Bracket B,Round of 16,Best of 3,Yum Yum Shop,Limitless Faith,Yum Yum Shop,1,0,1,0,,,Brandon Stokes,Dalton Gilder,,Ethan Domster,Andrew Raber,
Bracket Play,Premier +5.0,Bracket B,Round of 16,Best of 3,Beauty and the Beast,Weeks/White,Beauty and the Beast,0,-1,0,-1,,,Thomas Langlois,William Chenier,,Brooks Weeks,Caleb White,
Bracket Play,Premier +5.0,Bracket B,Round of 16,Best of 3,Cleveland Cowboys,The Klondike Bars,The Klondike Bars,17,21,21,17,16,21,Daniel Patten,Levi Rogers,,Caleb Jarrett,Chandler Hertzler,
Bracket Play,Premier +5.0,Bracket B,P17: Round of 16,Single game,Free On Mach,Relentless D,Free On Mach,0,-1,,,,,Pat Marinich,Demitri Forand,,John Putney,Ethan Westfall,
Bracket Play,Premier +5.0,Bracket B,P17: Round of 16,Single game,Reid's Practice Squad,Too Much Sandwich,Reid's Practice Squad,0,-1,,,,,Maciah Aldrich,Jon Moe,,Joseph Motto,Sean Caufield,
Bracket Play,Premier +5.0,Bracket B,P17: Round of 16,Single game,Bait and Switch,Freak Martha,Bait and Switch,0,-1,,,,,Owen Bass,Ellis Bass,,Jake Martha,Kelly O’Connor,
Bracket Play,Premier +5.0,Bracket B,Quarter-final,Best of 3,Groovy Goofies,The Klondike Bars,The Klondike Bars,19,21,21,23,,,Guillaume Boilard,Samuel Poirier,,Caleb Jarrett,Chandler Hertzler,
Bracket Play,Premier +5.0,Bracket B,Quarter-final,Best of 3,Dethrone,Beauty and the Beast,Dethrone,1,0,1,0,,,Patricio Duran,Ryan Fernandez,,Thomas Langlois,William Chenier,
Bracket Play,Premier +5.0,Bracket B,Quarter-final,Best of 3,Shockwave,Yum Yum Shop,Yum Yum Shop,15,21,17,21,,,Sam Bunze,John Buchanan,,Brandon Stokes,Dalton Gilder,
Bracket Play,Premier +5.0,Bracket B,Quarter-final,Best of 3,Allin/Bunze,Cubbies,Cubbies,0,1,0,1,,,Benjamin Bunze,Micah Allin,,Sam Mccune,Riley Nassour,
Bracket Play,Premier +5.0,Bracket B,Semi-final,Best of 3,The Klondike Bars,Cubbies,The Klondike Bars,21,17,21,19,,,Caleb Jarrett,Chandler Hertzler,,Sam Mccune,Riley Nassour,
Bracket Play,Premier +5.0,Bracket B,Semi-final,Best of 3,Dethrone,Yum Yum Shop,Dethrone,0,1,1,0,0,-1,Patricio Duran,Ryan Fernandez,,Brandon Stokes,Dalton Gilder,
Bracket Play,Premier +5.0,Bracket B,P5: Semi-final,Single game,Allin/Bunze,Groovy Goofies,Groovy Goofies,0,1,,,,,Benjamin Bunze,Micah Allin,,Guillaume Boilard,Samuel Poirier,
Bracket Play,Premier +5.0,Bracket B,Final,Best of 3,The Klondike Bars,Dethrone,The Klondike Bars,19,21,21,13,21,17,Caleb Jarrett,Chandler Hertzler,,Patricio Duran,Ryan Fernandez,
Pool Play,Contender 4.5+,Group A,1,Single game,Put It in My Hand,GETZAPPED,GETZAPPED,19,21,,,,,Jason Woo,Matthew Tiongko,,Lazarus Shettell,Chase Brimhall,
Pool Play,Contender 4.5+,Group A,1,Single game,Two first name Filipinos,"*Twisted* ","*Twisted* ",16,21,,,,,JP Chincuanco,Jason Inumerable,,Cody Peterson,Cole Solomon,
Pool Play,Contender 4.5+,Group B,1,Single game,CRUSTYYY,Butter,CRUSTYYY,21,7,,,,,Daniel Haungs,Blake VanDenTop,,Will Janusz,Jamison Friauf,
Pool Play,Contender 4.5+,Group B,1,Single game,Jeronimo,Globo Gym Dodgeball,Jeronimo,21,16,,,,,Jerry Hao,Sho M,,Drew VanDenburg,Brock Lodato,
Pool Play,Contender 4.5+,Group C,1,Single game,Contender? Hardly know her,Radford/Siller,Contender? Hardly know her,21,16,,,,,Patrick Ffrench,Henry Switz,,TJ Radford,Walter Siller,
Pool Play,Contender 4.5+,Group C,1,Single game,Cut the Jam,The Beans,The Beans,14,21,,,,,Holden Frey,Nick Yee,,Jackson Carpenter,Salvatore Guagenti,
Pool Play,Contender 4.5+,Group C,1,Single game,Jacob/Luka,Seazoned,Seazoned,17,21,,,,,Luka Eaton,Jacob Sisco,,Brent Summers,Zach Snover,
Pool Play,Contender 4.5+,Group D,1,Single game,NYCR Hardstuck,One-Two Punch,NYCR Hardstuck,21,16,,,,,Eric Guan,Jared Almon,,David Xu,Grant Sheely,
Pool Play,Contender 4.5+,Group D,1,Single game,Korean BBQ Sandwich,Bron Julio,Korean BBQ Sandwich,21,15,,,,,Logan Coffelt,Joseph Yu,,Jake Brown,Austin Niles,
Pool Play,Contender 4.5+,Group D,1,Single game,Trash Collectors,Orange Crush,Trash Collectors,21,15,,,,,Richard Ahn,Dylan Noker,,Owen Wallace,Ryland Holdren,
Pool Play,Contender 4.5+,Group E,1,Single game,In Wolfpack We Trust,Slammin,In Wolfpack We Trust,21,17,,,,,Amrit Hingorani,Rishab Jain,,Addison Pernsteiner,Sebastian Grant,
Pool Play,Contender 4.5+,Group E,1,Single game,Rizznet,Leftovers,Leftovers,20,22,,,,,Jaeden Hannus,Aidan Tack,,Garrett Logan,Jake Oxendine,
Pool Play,Contender 4.5+,Group E,1,Single game,Budget cuts,We Touch Balls,Budget cuts,21,18,,,,,CJ Mierchuk,Gray Bundy,,Mitchell Roussey,anthony sherman,
Pool Play,Contender 4.5+,Group F,1,Single game,Adiabatic,Blass to the Pass,Blass to the Pass,17,21,,,,,Gabris Ni,Isaac Wong,,Will Blass,Shrey Parikh,
Pool Play,Contender 4.5+,Group F,1,Single game,Redemption,OFF TWO,OFF TWO,18,21,,,,,Isaac Cody,Max Hammes,,Noah Kopetic,Michael Creedon,
Pool Play,Contender 4.5+,Group F,1,Single game,Big Bubbles,MBR Farm Boys,Big Bubbles,21,6,,,,,Aman Khemka,George Zywiel,,Caleb Montgomery,Christopher Montgomery,
Pool Play,Contender 4.5+,Group G,1,Single game,Out of Stock,Net Dreamz,Out of Stock,21,17,,,,,Cade Cote,Jeremy Illut,,Cole Kennedy,Jacob Henderson,
Pool Play,Contender 4.5+,Group G,1,Single game,LL Dizzy Antics,God I love Carter,God I love Carter,16,21,,,,,Ant Terrigno,Dylan Wakeley,,Anish Jona,Carter Hodgson,
Pool Play,Contender 4.5+,Group G,1,Single game,KRA Reluctancy,EA Sports,EA Sports,13,21,,,,,Kai Zafren,Billy Jung,,Eric Baldwin,Anthony Schenk,
Pool Play,Contender 4.5+,Group H,1,Single game,Centros,It’s Been an Honor,Centros,21,13,,,,,Jaxon Gonzalez,Jon Esposo,,Cole Bennett,Joshua Simalayvong,
Pool Play,Contender 4.5+,Group H,1,Single game,Pick Pockets,The Ace Collective,Pick Pockets,21,9,,,,,Riley Redmon,Joel Hoffler,,Austin Smith,Cole Henderson,
Pool Play,Contender 4.5+,Group H,1,Single game,Steppin on Buiz,Moonlight,Moonlight,13,21,,,,,Jacob Marshall,Dustin Bishop,,Connor Hintz,Jace Pulkrabek,
Pool Play,Contender 4.5+,Group I,1,Single game,atlético,ICE,atlético,21,4,,,,,Sam Weber,Landon Lauffer,,Zeke Beckford,Gordon Davis,
Pool Play,Contender 4.5+,Group I,1,Single game,Fufu Roundnet,Slayson & Co.,Fufu Roundnet,21,16,,,,,Andrew Nee,James Mills,,Mason Dancausse,Evan Eberle,
Pool Play,Contender 4.5+,Group I,1,Single game,Fruity Pebbles,Panda,Panda,17,21,,,,,Brennan McOwen,Justin Goldman,,Matthew Li,Alan Gao,
Pool Play,Contender 4.5+,Group J,1,Single game,Casablanca Express,The Final Spike,The Final Spike,19,21,,,,,Kavan Dharia,Josh Wozniak,,Nate H,Matthew Loyed,
Pool Play,Contender 4.5+,Group J,1,Single game,Little Bites,Sean²,Sean²,21,23,,,,,Jensen Brynildsen,Luke Little,,Sean Peucker,Sean Santos,
Pool Play,Contender 4.5+,Group J,1,Single game,Kosher Curry,Major Key Alert,Major Key Alert,15,21,,,,,Sathvik Vasa,Yanai Hamel-Sasson,,Kyle Keenan,Michael Leung,
Pool Play,Contender 4.5+,Group K,1,Single game,Dumb and Dumber,DoubleThreat,Dumb and Dumber,21,19,,,,,Andrew Yancey,Tommy Richard,,Siddhant Desai,Dylan Rehman,
Pool Play,Contender 4.5+,Group K,1,Single game,GA and NC Collab,Medical Intervention,GA and NC Collab,21,12,,,,,Leslie Nguyen,Zack Glew,,Riyan Farhat,John Muirhead,
Pool Play,Contender 4.5+,Group K,1,Single game,Budster,Joint Pain,Budster,21,18,,,,,Keith Fleischmann,Maxwell McNally,,Alex Cotter,Evan Burkstrand,
