Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team B - Player 1,Team B - Player 2,Team B - Player 3
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,1,Single game,Eatman/Viado,nail salon,nail salon,14,21,,,,,lauren viado,Reagan Eatman,,McKenna McKean,Corrie Velder,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,2,Single game,Loopy Juice,Squirrel Mafia,Loopy Juice,21,7,,,,,Kate B,Lourna Szabanos,,Mallory Justis,Zohe Serrano,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,2,Single game,We Were on a Break,yu yu yu me me yu yu me,We Were on a Break,21,18,,,,,Rachel Dolan,Shelby Vanderhoof,,Michelle Yu,Holly Yu,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,2,Single game,Rise of Asians,Abi/Annabel,Abi/Annabel,19,21,,,,,Laura Zacharauskas,Rosie Craven,,Abigail Bayog,Annabel White,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,2,Single game,THE BOYS,Spike Tyson,THE BOYS,21,11,,,,,Jaime Cunningham,Sylvia Dean,,Anna Mitchell,Summer Kowalski,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,2,Single game,Splash Bros,Last Minute,Splash Bros,21,13,,,,,Christina Nikas,Maddie Huffstetler,,Grace O'Connor,Bel Belvedere,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,2,Single game,Spiken’,Kate/Sam,Spiken’,21,13,,,,,Kenya Medina,Cailley Biagini,,Kate Gearing,Samantha Murphy,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,2,Single game,Two Girls One Net,Heat Waves,Heat Waves,13,21,,,,,Mackenzie Vogt,Abigail Lannetti,,Chloe Campbell,Priscilla Campbell,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,2,Single game,OP•TI•MIST,Eatman/Viado,Eatman/Viado,19,21,,,,,Audrey Summers,Courtney Coppage,,lauren viado,Reagan Eatman,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,2,Single game,nail salon,First Tourney!,nail salon,21,12,,,,,McKenna McKean,Corrie Velder,,Diana Clark,Catherine Carr,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,3,Single game,Loopy Juice,Rise of Asians,Loopy Juice,21,18,,,,,Kate B,Lourna Szabanos,,Laura Zacharauskas,Rosie Craven,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,3,Single game,We Were on a Break,Abi/Annabel,We Were on a Break,25,24,,,,,Rachel Dolan,Shelby Vanderhoof,,Abigail Bayog,Annabel White,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,3,Single game,yu yu yu me me yu yu me,Squirrel Mafia,yu yu yu me me yu yu me,21,5,,,,,Michelle Yu,Holly Yu,,Mallory Justis,Zohe Serrano,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,3,Single game,THE BOYS,Spiken’,THE BOYS,21,11,,,,,Jaime Cunningham,Sylvia Dean,,Kenya Medina,Cailley Biagini,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,3,Single game,Splash Bros,Kate/Sam,Splash Bros,21,7,,,,,Christina Nikas,Maddie Huffstetler,,Kate Gearing,Samantha Murphy,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,3,Single game,Last Minute,Spike Tyson,Last Minute,21,13,,,,,Grace O'Connor,Bel Belvedere,,Anna Mitchell,Summer Kowalski,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,3,Single game,Two Girls One Net,nail salon,nail salon,9,21,,,,,Mackenzie Vogt,Abigail Lannetti,,McKenna McKean,Corrie Velder,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,3,Single game,OP•TI•MIST,First Tourney!,OP•TI•MIST,21,19,,,,,Audrey Summers,Courtney Coppage,,Diana Clark,Catherine Carr,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,3,Single game,Eatman/Viado,Heat Waves,Heat Waves,19,21,,,,,lauren viado,Reagan Eatman,,Chloe Campbell,Priscilla Campbell,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,4,Single game,Loopy Juice,yu yu yu me me yu yu me,Loopy Juice,21,18,,,,,Kate B,Lourna Szabanos,,Michelle Yu,Holly Yu,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,4,Single game,We Were on a Break,Rise of Asians,Rise of Asians,16,21,,,,,Rachel Dolan,Shelby Vanderhoof,,Laura Zacharauskas,Rosie Craven,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,4,Single game,Squirrel Mafia,Abi/Annabel,Abi/Annabel,12,21,,,,,Mallory Justis,Zohe Serrano,,Abigail Bayog,Annabel White,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,4,Single game,THE BOYS,Last Minute,THE BOYS,21,7,,,,,Jaime Cunningham,Sylvia Dean,,Grace O'Connor,Bel Belvedere,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,4,Single game,Splash Bros,Spiken’,Spiken’,23,25,,,,,Christina Nikas,Maddie Huffstetler,,Kenya Medina,Cailley Biagini,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,4,Single game,Spike Tyson,Kate/Sam,Kate/Sam,17,21,,,,,Anna Mitchell,Summer Kowalski,,Kate Gearing,Samantha Murphy,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,4,Single game,Two Girls One Net,Eatman/Viado,Two Girls One Net,21,16,,,,,Mackenzie Vogt,Abigail Lannetti,,lauren viado,Reagan Eatman,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,4,Single game,OP•TI•MIST,nail salon,nail salon,18,21,,,,,Audrey Summers,Courtney Coppage,,McKenna McKean,Corrie Velder,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,4,Single game,Heat Waves,First Tourney!,Heat Waves,21,15,,,,,Chloe Campbell,Priscilla Campbell,,Diana Clark,Catherine Carr,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,5,Single game,Loopy Juice,We Were on a Break,We Were on a Break,15,21,,,,,Kate B,Lourna Szabanos,,Rachel Dolan,Shelby Vanderhoof,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,5,Single game,yu yu yu me me yu yu me,Abi/Annabel,yu yu yu me me yu yu me,21,17,,,,,Michelle Yu,Holly Yu,,Abigail Bayog,Annabel White,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,5,Single game,Rise of Asians,Squirrel Mafia,Rise of Asians,21,8,,,,,Laura Zacharauskas,Rosie Craven,,Mallory Justis,Zohe Serrano,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,5,Single game,THE BOYS,Splash Bros,Splash Bros,19,21,,,,,Jaime Cunningham,Sylvia Dean,,Christina Nikas,Maddie Huffstetler,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,5,Single game,Last Minute,Kate/Sam,Last Minute,21,9,,,,,Grace O'Connor,Bel Belvedere,,Kate Gearing,Samantha Murphy,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,5,Single game,Spiken’,Spike Tyson,Spiken’,21,17,,,,,Kenya Medina,Cailley Biagini,,Anna Mitchell,Summer Kowalski,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,5,Single game,Two Girls One Net,OP•TI•MIST,OP•TI•MIST,7,21,,,,,Mackenzie Vogt,Abigail Lannetti,,Audrey Summers,Courtney Coppage,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,5,Single game,Eatman/Viado,First Tourney!,Eatman/Viado,22,20,,,,,lauren viado,Reagan Eatman,,Diana Clark,Catherine Carr,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,5,Single game,nail salon,Heat Waves,nail salon,21,19,,,,,McKenna McKean,Corrie Velder,,Chloe Campbell,Priscilla Campbell,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Round of 32,Best of 3,Two Girls One Net,Squirrel Mafia,Two Girls One Net,21,14,21,11,,,Mackenzie Vogt,Abigail Lannetti,,Mallory Justis,Zohe Serrano,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Round of 32,Best of 3,Kate/Sam,Spike Tyson,Kate/Sam,21,17,23,21,,,Kate Gearing,Samantha Murphy,,Anna Mitchell,Summer Kowalski,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Round of 16,Best of 3,nail salon,Kate/Sam,nail salon,21,10,21,15,,,McKenna McKean,Corrie Velder,,Kate Gearing,Samantha Murphy,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Round of 16,Best of 3,Splash Bros,Two Girls One Net,Splash Bros,21,13,21,11,,,Christina Nikas,Maddie Huffstetler,,Mackenzie Vogt,Abigail Lannetti,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Round of 16,Best of 3,THE BOYS,First Tourney!,THE BOYS,21,7,21,6,,,Jaime Cunningham,Sylvia Dean,,Diana Clark,Catherine Carr,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Round of 16,Best of 3,We Were on a Break,Eatman/Viado,Eatman/Viado,21,14,22,24,17,21,Rachel Dolan,Shelby Vanderhoof,,lauren viado,Reagan Eatman,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Round of 16,Best of 3,Rise of Asians,yu yu yu me me yu yu me,yu yu yu me me yu yu me,0,1,0,1,,,Laura Zacharauskas,Rosie Craven,,Michelle Yu,Holly Yu,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Round of 16,Best of 3,OP•TI•MIST,Spiken’,Spiken’,21,18,16,21,15,21,Audrey Summers,Courtney Coppage,,Kenya Medina,Cailley Biagini,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Round of 16,Best of 3,Heat Waves,Last Minute,Last Minute,17,21,19,21,,,Chloe Campbell,Priscilla Campbell,,Grace O'Connor,Bel Belvedere,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Round of 16,Best of 3,Abi/Annabel,Loopy Juice,Abi/Annabel,21,18,21,19,,,Abigail Bayog,Annabel White,,Kate B,Lourna Szabanos,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Quarter-final,Best of 3,nail salon,Abi/Annabel,nail salon,21,19,21,18,,,McKenna McKean,Corrie Velder,,Abigail Bayog,Annabel White,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Quarter-final,Best of 3,Splash Bros,Last Minute,Splash Bros,1,0,0,1,1,0,Christina Nikas,Maddie Huffstetler,,Grace O'Connor,Bel Belvedere,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Quarter-final,Best of 3,THE BOYS,Spiken’,THE BOYS,21,14,21,15,,,Jaime Cunningham,Sylvia Dean,,Kenya Medina,Cailley Biagini,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Quarter-final,Best of 3,Eatman/Viado,yu yu yu me me yu yu me,yu yu yu me me yu yu me,0,1,0,1,,,lauren viado,Reagan Eatman,,Michelle Yu,Holly Yu,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,P9: Quarter-final,Single game,Heat Waves,Two Girls One Net,Heat Waves,0,-1,,,,,Chloe Campbell,Priscilla Campbell,,Mackenzie Vogt,Abigail Lannetti,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,P9: Quarter-final,Single game,OP•TI•MIST,First Tourney!,First Tourney!,-1,0,,,,,Audrey Summers,Courtney Coppage,,Diana Clark,Catherine Carr,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Semi-final,Best of 3,nail salon,yu yu yu me me yu yu me,nail salon,1,0,1,0,,,McKenna McKean,Corrie Velder,,Michelle Yu,Holly Yu,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Semi-final,Best of 3,Splash Bros,THE BOYS,Splash Bros,1,0,1,0,,,Christina Nikas,Maddie Huffstetler,,Jaime Cunningham,Sylvia Dean,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,P5: Semi-final,Single game,Eatman/Viado,Abi/Annabel,Abi/Annabel,0,1,,,,,lauren viado,Reagan Eatman,,Abigail Bayog,Annabel White,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,P5: Semi-final,Single game,Spiken’,Last Minute,Last Minute,-1,0,,,,,Kenya Medina,Cailley Biagini,,Grace O'Connor,Bel Belvedere,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,P9: Semi-final,Single game,Heat Waves,First Tourney!,Heat Waves,21,17,,,,,Chloe Campbell,Priscilla Campbell,,Diana Clark,Catherine Carr,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,Final,Best of 3,nail salon,Splash Bros,nail salon,1,0,1,0,,,McKenna McKean,Corrie Velder,,Christina Nikas,Maddie Huffstetler,
Bracket Play,Women's Int/Adv 2.0-4.0+,Bracket A,P5: Final,Single game,Abi/Annabel,Last Minute,Last Minute,0,1,,,,,Abigail Bayog,Annabel White,,Grace O'Connor,Bel Belvedere,
Pool Play,Advanced 4.0,Group A,1,Single game,kooks,Double Faultz,Double Faultz,7,21,,,,,Madison Gallina,Duncan Greer,,Matthew Hetrick,Collin Cook,
Pool Play,Advanced 4.0,Group A,1,Single game,Lost Then Found,Tomsito,Lost Then Found,21,18,,,,,David Chapa,Zack Beausoleil,,Thomas Gomez,Joe Amabile,
Pool Play,Advanced 4.0,Group A,1,Single game,Clemgineers,Ofgangs,Ofgangs,15,21,,,,,Christian Young,Christopher Balle,,Alex Ofgang,Max Ofgang,
Pool Play,Advanced 4.0,Group B,1,Single game,Mitchell's Little Men,Try Harder,Try Harder,15,21,,,,,Ty Smith,Avery Barron,,Spencer Hedges,Alex Yurkovich,
Pool Play,Advanced 4.0,Group B,1,Single game,Aang Gang,Miles+,Aang Gang,21,15,,,,,Jonah Walker,Hudson Walker,,Miles Butler,Gmarsh Marshall,
Pool Play,Advanced 4.0,Group B,1,Single game,Double faulters,Cash no Credit,Double faulters,21,9,,,,,cameron turner,Damian Maldonado,,Damian Skalko,Max Cavallaro,
Pool Play,Advanced 4.0,Group C,1,Single game,Lab Rats,2 Stroke,2 Stroke,14,21,,,,,Christopher Espiritu,Shriram Hegde,,Steven Lewis,Ronin Harper,
Pool Play,Advanced 4.0,Group C,1,Single game,Lebron James,Ball/Sien,Lebron James,21,13,,,,,Connor Heiens,William Roberts,,Andrew Ball,Ollie Cian,
Pool Play,Advanced 4.0,Group D,1,Single game,Academic Weapons,Spike Tuah,Spike Tuah,22,24,,,,,Fatin Ishteaaque,Christopher Rella,,Drew Davis,Jack Van Riper,
Pool Play,Advanced 4.0,Group D,1,Single game,CousinsSpike,Spike Diddy,CousinsSpike,21,11,,,,,Tommy Griffin,Kevin Nowoswiat,,Ryan Kennedy,Kenna Webb,
Pool Play,Advanced 4.0,Group A,2,Single game,kooks,Tomsito,Tomsito,8,21,,,,,Madison Gallina,Duncan Greer,,Thomas Gomez,Joe Amabile,
Pool Play,Advanced 4.0,Group A,2,Single game,Lost Then Found,Clemgineers,Lost Then Found,21,8,,,,,David Chapa,Zack Beausoleil,,Christian Young,Christopher Balle,
Pool Play,Advanced 4.0,Group A,2,Single game,Ofgangs,Double Faultz,Double Faultz,12,21,,,,,Alex Ofgang,Max Ofgang,,Matthew Hetrick,Collin Cook,
Pool Play,Advanced 4.0,Group B,2,Single game,Mitchell's Little Men,Miles+,Miles+,14,21,,,,,Ty Smith,Avery Barron,,Miles Butler,Gmarsh Marshall,
Pool Play,Advanced 4.0,Group B,2,Single game,Aang Gang,Double faulters,Aang Gang,21,18,,,,,Jonah Walker,Hudson Walker,,cameron turner,Damian Maldonado,
Pool Play,Advanced 4.0,Group B,2,Single game,Cash no Credit,Try Harder,Try Harder,17,21,,,,,Damian Skalko,Max Cavallaro,,Spencer Hedges,Alex Yurkovich,
Pool Play,Advanced 4.0,Group C,2,Single game,Lab Rats,Ball/Sien,Lab Rats,21,18,,,,,Christopher Espiritu,Shriram Hegde,,Andrew Ball,Ollie Cian,
Pool Play,Advanced 4.0,Group C,2,Single game,Mom and dad,2 Stroke,2 Stroke,6,21,,,,,Josh Belt,Carson Cureton,,Steven Lewis,Ronin Harper,
Pool Play,Advanced 4.0,Group D,2,Single game,Academic Weapons,Spike Diddy,Academic Weapons,21,13,,,,,Fatin Ishteaaque,Christopher Rella,,Ryan Kennedy,Kenna Webb,
Pool Play,Advanced 4.0,Group D,2,Single game,P Billy (no diddy),Spike Tuah,Spike Tuah,7,21,,,,,Billy Reinhard,Parker Rogers,,Drew Davis,Jack Van Riper,
Pool Play,Advanced 4.0,Group A,3,Single game,kooks,Ofgangs,Ofgangs,10,21,,,,,Madison Gallina,Duncan Greer,,Alex Ofgang,Max Ofgang,
Pool Play,Advanced 4.0,Group A,3,Single game,Lost Then Found,Double Faultz,Double Faultz,7,21,,,,,David Chapa,Zack Beausoleil,,Matthew Hetrick,Collin Cook,
Pool Play,Advanced 4.0,Group A,3,Single game,Clemgineers,Tomsito,Tomsito,19,21,,,,,Christian Young,Christopher Balle,,Thomas Gomez,Joe Amabile,
Pool Play,Advanced 4.0,Group B,3,Single game,Mitchell's Little Men,Cash no Credit,Cash no Credit,20,22,,,,,Ty Smith,Avery Barron,,Damian Skalko,Max Cavallaro,
Pool Play,Advanced 4.0,Group B,3,Single game,Aang Gang,Try Harder,Try Harder,18,21,,,,,Jonah Walker,Hudson Walker,,Spencer Hedges,Alex Yurkovich,
Pool Play,Advanced 4.0,Group B,3,Single game,Double faulters,Miles+,Double faulters,21,8,,,,,cameron turner,Damian Maldonado,,Miles Butler,Gmarsh Marshall,
Pool Play,Advanced 4.0,Group C,3,Single game,Lab Rats,Mom and dad,Mom and dad,19,21,,,,,Christopher Espiritu,Shriram Hegde,,Josh Belt,Carson Cureton,
Pool Play,Advanced 4.0,Group C,3,Single game,Lebron James,2 Stroke,2 Stroke,22,24,,,,,Connor Heiens,William Roberts,,Steven Lewis,Ronin Harper,
Pool Play,Advanced 4.0,Group D,3,Single game,Academic Weapons,P Billy (no diddy),Academic Weapons,21,11,,,,,Fatin Ishteaaque,Christopher Rella,,Billy Reinhard,Parker Rogers,
Pool Play,Advanced 4.0,Group D,3,Single game,CousinsSpike,Spike Tuah,Spike Tuah,18,21,,,,,Tommy Griffin,Kevin Nowoswiat,,Drew Davis,Jack Van Riper,
Pool Play,Advanced 4.0,Group A,4,Single game,kooks,Clemgineers,Clemgineers,10,21,,,,,Madison Gallina,Duncan Greer,,Christian Young,Christopher Balle,
Pool Play,Advanced 4.0,Group A,4,Single game,Lost Then Found,Ofgangs,Lost Then Found,25,23,,,,,David Chapa,Zack Beausoleil,,Alex Ofgang,Max Ofgang,
Pool Play,Advanced 4.0,Group A,4,Single game,Tomsito,Double Faultz,Double Faultz,10,21,,,,,Thomas Gomez,Joe Amabile,,Matthew Hetrick,Collin Cook,
Pool Play,Advanced 4.0,Group B,4,Single game,Mitchell's Little Men,Double faulters,Double faulters,8,21,,,,,Ty Smith,Avery Barron,,cameron turner,Damian Maldonado,
Pool Play,Advanced 4.0,Group B,4,Single game,Aang Gang,Cash no Credit,Aang Gang,21,8,,,,,Jonah Walker,Hudson Walker,,Damian Skalko,Max Cavallaro,
Pool Play,Advanced 4.0,Group B,4,Single game,Miles+,Try Harder,Try Harder,13,21,,,,,Miles Butler,Gmarsh Marshall,,Spencer Hedges,Alex Yurkovich,
Pool Play,Advanced 4.0,Group C,4,Single game,Lebron James,Mom and dad,Lebron James,21,11,,,,,Connor Heiens,William Roberts,,Josh Belt,Carson Cureton,
Pool Play,Advanced 4.0,Group C,4,Single game,Ball/Sien,2 Stroke,2 Stroke,18,21,,,,,Andrew Ball,Ollie Cian,,Steven Lewis,Ronin Harper,
Pool Play,Advanced 4.0,Group D,4,Single game,CousinsSpike,P Billy (no diddy),CousinsSpike,21,17,,,,,Tommy Griffin,Kevin Nowoswiat,,Billy Reinhard,Parker Rogers,
Pool Play,Advanced 4.0,Group D,4,Single game,Spike Diddy,Spike Tuah,Spike Tuah,9,21,,,,,Ryan Kennedy,Kenna Webb,,Drew Davis,Jack Van Riper,
Pool Play,Advanced 4.0,Group A,5,Single game,kooks,Lost Then Found,Lost Then Found,12,21,,,,,Madison Gallina,Duncan Greer,,David Chapa,Zack Beausoleil,
Pool Play,Advanced 4.0,Group A,5,Single game,Clemgineers,Double Faultz,Double Faultz,14,21,,,,,Christian Young,Christopher Balle,,Matthew Hetrick,Collin Cook,
Pool Play,Advanced 4.0,Group A,5,Single game,Ofgangs,Tomsito,Tomsito,13,21,,,,,Alex Ofgang,Max Ofgang,,Thomas Gomez,Joe Amabile,
Pool Play,Advanced 4.0,Group B,5,Single game,Mitchell's Little Men,Aang Gang,Aang Gang,18,21,,,,,Ty Smith,Avery Barron,,Jonah Walker,Hudson Walker,
Pool Play,Advanced 4.0,Group B,5,Single game,Double faulters,Try Harder,Double faulters,21,18,,,,,cameron turner,Damian Maldonado,,Spencer Hedges,Alex Yurkovich,
Pool Play,Advanced 4.0,Group B,5,Single game,Cash no Credit,Miles+,Miles+,19,21,,,,,Damian Skalko,Max Cavallaro,,Miles Butler,Gmarsh Marshall,
Pool Play,Advanced 4.0,Group C,5,Single game,Lab Rats,Lebron James,Lebron James,16,21,,,,,Christopher Espiritu,Shriram Hegde,,Connor Heiens,William Roberts,
Pool Play,Advanced 4.0,Group C,5,Single game,Mom and dad,Ball/Sien,Ball/Sien,22,24,,,,,Josh Belt,Carson Cureton,,Andrew Ball,Ollie Cian,
Pool Play,Advanced 4.0,Group D,5,Single game,Academic Weapons,CousinsSpike,Academic Weapons,22,20,,,,,Fatin Ishteaaque,Christopher Rella,,Tommy Griffin,Kevin Nowoswiat,
Pool Play,Advanced 4.0,Group D,5,Single game,P Billy (no diddy),Spike Diddy,P Billy (no diddy),21,9,,,,,Billy Reinhard,Parker Rogers,,Ryan Kennedy,Kenna Webb,
Bracket Play,Advanced 4.0,Bracket A,Round of 32,Best of 3,CousinsSpike,kooks,CousinsSpike,21,14,21,12,,,Tommy Griffin,Kevin Nowoswiat,,Madison Gallina,Duncan Greer,
Bracket Play,Advanced 4.0,Bracket A,Round of 32,Best of 3,Tomsito,Mitchell's Little Men,Tomsito,21,19,21,16,,,Thomas Gomez,Joe Amabile,,Ty Smith,Avery Barron,
Bracket Play,Advanced 4.0,Bracket A,Round of 32,Best of 3,Lab Rats,Spike Diddy,Spike Diddy,15,21,21,17,15,21,Christopher Espiritu,Shriram Hegde,,Ryan Kennedy,Kenna Webb,
Bracket Play,Advanced 4.0,Bracket A,Round of 32,Best of 3,Ball/Sien,Cash no Credit,Cash no Credit,19,21,21,13,16,21,Andrew Ball,Ollie Cian,,Damian Skalko,Max Cavallaro,
Bracket Play,Advanced 4.0,Bracket A,Round of 32,Best of 3,Miles+,Clemgineers,Clemgineers,16,21,17,21,,,Miles Butler,Gmarsh Marshall,,Christian Young,Christopher Balle,
Bracket Play,Advanced 4.0,Bracket A,Round of 32,Best of 3,P Billy (no diddy),Mom and dad,Mom and dad,19,21,9,21,,,Billy Reinhard,Parker Rogers,,Josh Belt,Carson Cureton,
Bracket Play,Advanced 4.0,Bracket A,Round of 16,Best of 3,Double Faultz,Mom and dad,Double Faultz,21,3,21,10,,,Matthew Hetrick,Collin Cook,,Josh Belt,Carson Cureton,
Bracket Play,Advanced 4.0,Bracket A,Round of 16,Best of 3,Spike Tuah,Clemgineers,Spike Tuah,21,18,16,21,21,17,Drew Davis,Jack Van Riper,,Christian Young,Christopher Balle,
Bracket Play,Advanced 4.0,Bracket A,Round of 16,Best of 3,2 Stroke,Cash no Credit,2 Stroke,21,13,21,8,,,Steven Lewis,Ronin Harper,,Damian Skalko,Max Cavallaro,
Bracket Play,Advanced 4.0,Bracket A,Round of 16,Best of 3,Double faulters,Spike Diddy,Double faulters,21,8,21,11,,,cameron turner,Damian Maldonado,,Ryan Kennedy,Kenna Webb,
Bracket Play,Advanced 4.0,Bracket A,Round of 16,Best of 3,Lebron James,Tomsito,Lebron James,21,18,21,23,21,14,Connor Heiens,William Roberts,,Thomas Gomez,Joe Amabile,
Bracket Play,Advanced 4.0,Bracket A,Round of 16,Best of 3,Academic Weapons,CousinsSpike,CousinsSpike,21,15,18,21,16,21,Fatin Ishteaaque,Christopher Rella,,Tommy Griffin,Kevin Nowoswiat,
Bracket Play,Advanced 4.0,Bracket A,Round of 16,Best of 3,Aang Gang,Ofgangs,Aang Gang,1,0,1,0,,,Jonah Walker,Hudson Walker,,Alex Ofgang,Max Ofgang,
Bracket Play,Advanced 4.0,Bracket A,Round of 16,Best of 3,Try Harder,Lost Then Found,Lost Then Found,17,21,13,14,,,Spencer Hedges,Alex Yurkovich,,David Chapa,Zack Beausoleil,
Bracket Play,Advanced 4.0,Bracket A,Quarter-final,Best of 3,Double Faultz,Lost Then Found,Double Faultz,21,17,21,16,,,Matthew Hetrick,Collin Cook,,David Chapa,Zack Beausoleil,
Bracket Play,Advanced 4.0,Bracket A,Quarter-final,Best of 3,Spike Tuah,Aang Gang,Aang Gang,0,1,0,1,,,Drew Davis,Jack Van Riper,,Jonah Walker,Hudson Walker,
Bracket Play,Advanced 4.0,Bracket A,Quarter-final,Best of 3,2 Stroke,CousinsSpike,2 Stroke,21,8,21,16,,,Steven Lewis,Ronin Harper,,Tommy Griffin,Kevin Nowoswiat,
Bracket Play,Advanced 4.0,Bracket A,Quarter-final,Best of 3,Double faulters,Lebron James,Double faulters,21,16,21,16,,,cameron turner,Damian Maldonado,,Connor Heiens,William Roberts,
Bracket Play,Advanced 4.0,Bracket A,P9: Quarter-final,Single game,Try Harder,Mom and dad,Mom and dad,-1,0,,,,,Spencer Hedges,Alex Yurkovich,,Josh Belt,Carson Cureton,
Bracket Play,Advanced 4.0,Bracket A,P9: Quarter-final,Single game,Ofgangs,Clemgineers,Ofgangs,0,-1,,,,,Alex Ofgang,Max Ofgang,,Christian Young,Christopher Balle,
Bracket Play,Advanced 4.0,Bracket A,P9: Quarter-final,Single game,Academic Weapons,Cash no Credit,Academic Weapons,21,19,,,,,Fatin Ishteaaque,Christopher Rella,,Damian Skalko,Max Cavallaro,
Bracket Play,Advanced 4.0,Bracket A,P9: Quarter-final,Single game,Tomsito,Spike Diddy,Tomsito,21,11,,,,,Thomas Gomez,Joe Amabile,,Ryan Kennedy,Kenna Webb,
Bracket Play,Advanced 4.0,Bracket A,P17: Quarter-final,Best of 3,Ball/Sien,kooks,kooks,-1,0,-1,0,,,Andrew Ball,Ollie Cian,,Madison Gallina,Duncan Greer,
Bracket Play,Advanced 4.0,Bracket A,P17: Quarter-final,Best of 3,Lab Rats,Mitchell's Little Men,Lab Rats,0,-1,0,-1,,,Christopher Espiritu,Shriram Hegde,,Ty Smith,Avery Barron,
Bracket Play,Advanced 4.0,Bracket A,Semi-final,Best of 3,Double Faultz,Double faulters,Double Faultz,21,11,11,10,,,Matthew Hetrick,Collin Cook,,cameron turner,Damian Maldonado,
Bracket Play,Advanced 4.0,Bracket A,Semi-final,Best of 3,Aang Gang,2 Stroke,2 Stroke,16,21,19,21,,,Jonah Walker,Hudson Walker,,Steven Lewis,Ronin Harper,
Bracket Play,Advanced 4.0,Bracket A,P5: Semi-final,Single game,Lebron James,Lost Then Found,Lebron James,21,-1,,,,,Connor Heiens,William Roberts,,David Chapa,Zack Beausoleil,
Bracket Play,Advanced 4.0,Bracket A,P5: Semi-final,Single game,CousinsSpike,Spike Tuah,Spike Tuah,-1,0,,,,,Tommy Griffin,Kevin Nowoswiat,,Drew Davis,Jack Van Riper,
