"tourney","Division","Round","Date","game_id","mT1P1","mT1P2","mT2P1","mT2P2","mT1_result","mT1_score","mT2_score"
"CHICAGO2024","WOMEN'S PRO 5.0+","QUARTER-FINAL",24-07-13,3562,"ALI JENKI","OLIVIA JENKI","LAURENCE VALLÉE","RAFAELA BASTOS",1,21,14
"CHICAGO2024","WOMEN'S PRO 5.0+","QUARTER-FINAL",24-07-13,3563,"ALI JENKI","OLIVIA JENKI","LAURENCE VALLÉE","RAFAELA BASTOS",1,21,16
"CHICAGO2024","WOMEN'S PRO 5.0+","QUARTER-FINAL",24-07-13,3564,"RONJA LORENZ","LOU WASHBURN","DIANNE FONSECA","JAIME CUNNINGHAM",1,21,15
"CHICAGO2024","WOMEN'S PRO 5.0+","QUARTER-FINAL",24-07-13,3565,"RONJA LORENZ","LOU WASHBURN","DIANNE FONSECA","JAIME CUNNINGHAM",1,21,19
"CHICAGO2024","WOMEN'S PRO 5.0+","QUARTER-FINAL",24-07-13,3566,"SARAH ALLEN","KARAH HUI","KIM ASPIROT","SARAH BOUCHER GRATTON",1,21,16
"CHICAGO2024","WOMEN'S PRO 5.0+","QUARTER-FINAL",24-07-13,3567,"SARAH ALLEN","KARAH HUI","KIM ASPIROT","SARAH BOUCHER GRATTON",1,21,16
"CHICAGO2024","WOMEN'S PRO 5.0+","QUARTER-FINAL",24-07-13,3568,"KATHELEEN PHAN","KATIE PIERSON","SEBASTIANI KIM","ELLE LOWE",0,15,21
"CHICAGO2024","WOMEN'S PRO 5.0+","QUARTER-FINAL",24-07-13,3569,"KATHELEEN PHAN","KATIE PIERSON","SEBASTIANI KIM","ELLE LOWE",0,21,23
"CHICAGO2024","WOMEN'S PRO 5.0+","P9: QUARTER-FINAL",24-07-13,3570,"ROSEMAY DIAZ","SOPHIA YU","LOURNA SZABANOS","KATE B",1,21,13
"CHICAGO2024","WOMEN'S PRO 5.0+","P9: QUARTER-FINAL",24-07-13,3571,"CAMILLE ANDERSON","KIRSTIE SAVAGE","RACHEL DOLAN","JOANNA GOULD",1,21,10
"CHICAGO2024","WOMEN'S PRO 5.0+","P9: QUARTER-FINAL",24-07-13,3572,"MADDY MOREHOUSE","JOELLE NGUYEN","SHONDA COUROUX","JHANAJ QUISPE",1,21,13
"CHICAGO2024","WOMEN'S PRO 5.0+","P9: QUARTER-FINAL",24-07-13,3573,"KAYLA NGAI","PERRIN YORK","KALIN MORGAN","SAMANTHA BARKLOW",0,20,22
"CHICAGO2024","WOMEN'S PRO 5.0+","SEMI-FINAL",24-07-13,3574,"ALI JENKI","OLIVIA JENKI","SEBASTIANI KIM","ELLE LOWE",1,21,15
"CHICAGO2024","WOMEN'S PRO 5.0+","SEMI-FINAL",24-07-13,3575,"ALI JENKI","OLIVIA JENKI","SEBASTIANI KIM","ELLE LOWE",1,21,19
"CHICAGO2024","WOMEN'S PRO 5.0+","SEMI-FINAL",24-07-13,3576,"RONJA LORENZ","LOU WASHBURN","KARAH HUI","SARAH ALLEN",1,21,19
"CHICAGO2024","WOMEN'S PRO 5.0+","SEMI-FINAL",24-07-13,3577,"RONJA LORENZ","LOU WASHBURN","KARAH HUI","SARAH ALLEN",1,21,18
"CHICAGO2024","WOMEN'S PRO 5.0+","P5: SEMI-FINAL",24-07-13,3578,"KATHELEEN PHAN","KATIE PIERSON","LAURENCE VALLÉE","RAFAELA BASTOS",0,14,21
"CHICAGO2024","WOMEN'S PRO 5.0+","P5: SEMI-FINAL",24-07-13,3579,"SARAH BOUCHER GRATTON","KIM ASPIROT","DIANNE FONSECA","JAIME CUNNINGHAM",1,1,0
"CHICAGO2024","WOMEN'S PRO 5.0+","P9: SEMI-FINAL",24-07-13,3580,"ROSEMAY DIAZ","SOPHIA YU","KALIN MORGAN","SAMANTHA BARKLOW",1,1,0
"CHICAGO2024","WOMEN'S PRO 5.0+","FINAL",24-07-13,3581,"ALI JENKI","OLIVIA JENKI","LOU WASHBURN","RONJA LORENZ",1,21,13
"CHICAGO2024","WOMEN'S PRO 5.0+","FINAL",24-07-13,3582,"ALI JENKI","OLIVIA JENKI","LOU WASHBURN","RONJA LORENZ",1,21,14
"CHICAGO2024","WOMEN'S PRO 5.0+","P3: FINAL",24-07-13,3583,"SARAH ALLEN","KARAH HUI","SEBASTIANI KIM","ELLE LOWE",0,18,21
"CHICAGO2024","WOMEN'S PRO 5.0+","P3: FINAL",24-07-13,3584,"SARAH ALLEN","KARAH HUI","SEBASTIANI KIM","ELLE LOWE",0,20,22
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3585,"SEBASTIANI KIM","ELLE LOWE","KAYLA NGAI","PERRIN YORK",1,21,16
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3586,"KAYLA WU-FLEMING","KALIN MORGAN","KARAH HUI","MALIA WANDERER",1,21,18
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3587,"JORDAN HEMMEN","SARA BRADSHAW","ISHITA BHANDARI","RITAMBHARA SINGH",1,21,5
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3588,"ALEX VERON","ALEXIS ADAMS","MICHELLE LAUER","BEA KAUFFMAN",1,21,8
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3589,"CYNTHIA ZHANG","HOLLY YU","CHAU NGUYEN","NINA HERMAN",1,21,15
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3590,"ABBY CHAM","MAIA ATON","TUNG LIN","YU-FANG CHIU",0,11,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3591,"SEBASTIANI KIM","ELLE LOWE","KARAH HUI","MALIA WANDERER",1,21,15
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3592,"KAYLA WU-FLEMING","KALIN MORGAN","KAYLA NGAI","PERRIN YORK",1,21,10
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3593,"JORDAN HEMMEN","SARA BRADSHAW","MICHELLE LAUER","BEA KAUFFMAN",1,21,9
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3594,"ALEX VERON","ALEXIS ADAMS","TUNG LIN","YU-FANG CHIU",0,14,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3595,"CYNTHIA ZHANG","HOLLY YU","MAIA ATON","ABBY CHAM",1,21,18
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3596,"NINA HERMAN","CHAU NGUYEN","ISHITA BHANDARI","RITAMBHARA SINGH",1,21,7
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3597,"SEBASTIANI KIM","ELLE LOWE","KALIN MORGAN","KAYLA WU-FLEMING",1,21,19
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3598,"MALIA WANDERER","KARAH HUI","KAYLA NGAI","PERRIN YORK",1,21,17
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3599,"JORDAN HEMMEN","SARA BRADSHAW","CHAU NGUYEN","NINA HERMAN",1,21,10
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3600,"ALEX VERON","ALEXIS ADAMS","HOLLY YU","CYNTHIA ZHANG",0,14,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3601,"ABBY CHAM","MAIA ATON","ISHITA BHANDARI","RITAMBHARA SINGH",1,21,10
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3602,"YU-FANG CHIU","TUNG LIN","MICHELLE LAUER","BEA KAUFFMAN",1,21,11
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3603,"JORDAN HEMMEN","SARA BRADSHAW","TUNG LIN","YU-FANG CHIU",0,20,22
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3604,"ALEX VERON","ALEXIS ADAMS","ISHITA BHANDARI","RITAMBHARA SINGH",1,21,5
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3605,"CYNTHIA ZHANG","HOLLY YU","MICHELLE LAUER","BEA KAUFFMAN",0,20,22
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3606,"ABBY CHAM","MAIA ATON","CHAU NGUYEN","NINA HERMAN",1,21,16
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3607,"JORDAN HEMMEN","SARA BRADSHAW","MAIA ATON","ABBY CHAM",0,17,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3608,"ALEX VERON","ALEXIS ADAMS","CHAU NGUYEN","NINA HERMAN",1,21,15
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3609,"CYNTHIA ZHANG","HOLLY YU","TUNG LIN","YU-FANG CHIU",0,15,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3610,"BEA KAUFFMAN","MICHELLE LAUER","ISHITA BHANDARI","RITAMBHARA SINGH",1,21,3
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3611,"JORDAN HEMMEN","SARA BRADSHAW","HOLLY YU","CYNTHIA ZHANG",0,17,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3612,"ALEX VERON","ALEXIS ADAMS","MAIA ATON","ABBY CHAM",1,21,18
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3613,"YU-FANG CHIU","TUNG LIN","ISHITA BHANDARI","RITAMBHARA SINGH",1,21,10
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3614,"NINA HERMAN","CHAU NGUYEN","MICHELLE LAUER","BEA KAUFFMAN",0,17,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3615,"JORDAN HEMMEN","SARA BRADSHAW","ALEXIS ADAMS","ALEX VERON",1,21,17
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3616,"CYNTHIA ZHANG","HOLLY YU","ISHITA BHANDARI","RITAMBHARA SINGH",1,21,4
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3617,"ABBY CHAM","MAIA ATON","MICHELLE LAUER","BEA KAUFFMAN",1,21,15
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3618,"YU-FANG CHIU","TUNG LIN","CHAU NGUYEN","NINA HERMAN",1,21,10
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3619,"SEBASTIANI KIM","ELLE LOWE","KAYLA NGAI","PERRIN YORK",1,21,12
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3620,"KAYLA WU-FLEMING","KALIN MORGAN","KARAH HUI","MALIA WANDERER",0,16,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3621,"SEBASTIANI KIM","ELLE LOWE","KARAH HUI","MALIA WANDERER",0,14,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3622,"KAYLA WU-FLEMING","KALIN MORGAN","KAYLA NGAI","PERRIN YORK",1,22,20
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3623,"SEBASTIANI KIM","ELLE LOWE","KALIN MORGAN","KAYLA WU-FLEMING",0,14,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","POOL",24-07-27,3624,"MALIA WANDERER","KARAH HUI","KAYLA NGAI","PERRIN YORK",1,21,18
"STS24SEATTLEWA","WOMEN'S ADVANCED","ROUND OF 16",24-07-27,3625,"YU-FANG CHIU","TUNG LIN","ISHITA BHANDARI","RITAMBHARA SINGH",1,21,11
"STS24SEATTLEWA","WOMEN'S ADVANCED","ROUND OF 16",24-07-27,3626,"YU-FANG CHIU","TUNG LIN","ISHITA BHANDARI","RITAMBHARA SINGH",1,21,11
"STS24SEATTLEWA","WOMEN'S ADVANCED","ROUND OF 16",24-07-27,3627,"CYNTHIA ZHANG","HOLLY YU","CHAU NGUYEN","NINA HERMAN",1,21,8
"STS24SEATTLEWA","WOMEN'S ADVANCED","ROUND OF 16",24-07-27,3628,"CYNTHIA ZHANG","HOLLY YU","CHAU NGUYEN","NINA HERMAN",1,21,5
"STS24SEATTLEWA","WOMEN'S ADVANCED","ROUND OF 16",24-07-27,3629,"JORDAN HEMMEN","SARA BRADSHAW","MICHELLE LAUER","BEA KAUFFMAN",1,21,14
"STS24SEATTLEWA","WOMEN'S ADVANCED","ROUND OF 16",24-07-27,3630,"JORDAN HEMMEN","SARA BRADSHAW","MICHELLE LAUER","BEA KAUFFMAN",1,21,16
"STS24SEATTLEWA","WOMEN'S ADVANCED","ROUND OF 16",24-07-27,3631,"ALEX VERON","ALEXIS ADAMS","MAIA ATON","ABBY CHAM",0,17,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","ROUND OF 16",24-07-27,3632,"ALEX VERON","ALEXIS ADAMS","MAIA ATON","ABBY CHAM",1,21,15
"STS24SEATTLEWA","WOMEN'S ADVANCED","ROUND OF 16",24-07-27,3633,"ALEX VERON","ALEXIS ADAMS","MAIA ATON","ABBY CHAM",0,19,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","QUARTER-FINAL",24-07-27,3634,"KAYLA WU-FLEMING","KALIN MORGAN","MAIA ATON","ABBY CHAM",0,20,22
"STS24SEATTLEWA","WOMEN'S ADVANCED","QUARTER-FINAL",24-07-27,3635,"KAYLA WU-FLEMING","KALIN MORGAN","MAIA ATON","ABBY CHAM",1,21,9
"STS24SEATTLEWA","WOMEN'S ADVANCED","QUARTER-FINAL",24-07-27,3636,"KAYLA WU-FLEMING","KALIN MORGAN","MAIA ATON","ABBY CHAM",1,21,11
"STS24SEATTLEWA","WOMEN'S ADVANCED","QUARTER-FINAL",24-07-27,3637,"MALIA WANDERER","KARAH HUI","SARA BRADSHAW","JORDAN HEMMEN",1,21,11
"STS24SEATTLEWA","WOMEN'S ADVANCED","QUARTER-FINAL",24-07-27,3638,"MALIA WANDERER","KARAH HUI","SARA BRADSHAW","JORDAN HEMMEN",1,22,20
"STS24SEATTLEWA","WOMEN'S ADVANCED","QUARTER-FINAL",24-07-27,3639,"SEBASTIANI KIM","ELLE LOWE","HOLLY YU","CYNTHIA ZHANG",1,21,14
"STS24SEATTLEWA","WOMEN'S ADVANCED","QUARTER-FINAL",24-07-27,3640,"SEBASTIANI KIM","ELLE LOWE","HOLLY YU","CYNTHIA ZHANG",1,21,16
"STS24SEATTLEWA","WOMEN'S ADVANCED","QUARTER-FINAL",24-07-27,3641,"PERRIN YORK","KAYLA NGAI","TUNG LIN","YU-FANG CHIU",0,16,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","QUARTER-FINAL",24-07-27,3642,"PERRIN YORK","KAYLA NGAI","TUNG LIN","YU-FANG CHIU",0,17,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","SEMI-FINAL",24-07-27,3643,"KAYLA WU-FLEMING","KALIN MORGAN","TUNG LIN","YU-FANG CHIU",1,21,19
"STS24SEATTLEWA","WOMEN'S ADVANCED","SEMI-FINAL",24-07-27,3644,"KAYLA WU-FLEMING","KALIN MORGAN","TUNG LIN","YU-FANG CHIU",1,21,13
"STS24SEATTLEWA","WOMEN'S ADVANCED","SEMI-FINAL",24-07-27,3645,"MALIA WANDERER","KARAH HUI","ELLE LOWE","SEBASTIANI KIM",0,19,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","SEMI-FINAL",24-07-27,3646,"MALIA WANDERER","KARAH HUI","ELLE LOWE","SEBASTIANI KIM",1,22,20
"STS24SEATTLEWA","WOMEN'S ADVANCED","SEMI-FINAL",24-07-27,3647,"MALIA WANDERER","KARAH HUI","ELLE LOWE","SEBASTIANI KIM",1,21,16
"STS24SEATTLEWA","WOMEN'S ADVANCED","P5: SEMI-FINAL",24-07-27,3648,"PERRIN YORK","KAYLA NGAI","MAIA ATON","ABBY CHAM",1,21,16
"STS24SEATTLEWA","WOMEN'S ADVANCED","P5: SEMI-FINAL",24-07-27,3649,"PERRIN YORK","KAYLA NGAI","MAIA ATON","ABBY CHAM",1,21,17
"STS24SEATTLEWA","WOMEN'S ADVANCED","FINAL",24-07-27,3650,"KAYLA WU-FLEMING","KALIN MORGAN","KARAH HUI","MALIA WANDERER",0,17,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","FINAL",24-07-27,3651,"KAYLA WU-FLEMING","KALIN MORGAN","KARAH HUI","MALIA WANDERER",0,17,21
"STS24SEATTLEWA","WOMEN'S ADVANCED","P3: FINAL",24-07-27,3652,"SEBASTIANI KIM","ELLE LOWE","TUNG LIN","YU-FANG CHIU",1,21,17
"STS24SEATTLEWA","WOMEN'S ADVANCED","P3: FINAL",24-07-27,3653,"SEBASTIANI KIM","ELLE LOWE","TUNG LIN","YU-FANG CHIU",1,21,17
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3654,"KATHELEEN PHAN","KATIE PIERSON","JHANAJ QUISPE","JOELLE NGUYEN",1,21,19
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3655,"SARAH ALLEN","KARAH HUI","KALIN MORGAN","KAYLA WU-FLEMING",1,25,24
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3656,"KIRSTIE SAVAGE","CAMILLE ANDERSON","KARA KLAVINS","CHLOE DEGRAFF",1,21,10
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3657,"NICOL GAHLEY","SHAINA BERK","LINDY WESTENDORF","MAIA ATON",1,21,15
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3658,"MALIA WANDERER","ABIGALE LAMONTAGNE","MEGAN TOLPIN","KARALINE TOLPIN",1,21,5
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3659,"PERRIN YORK","KAYLA NGAI","BECCA FELLER","JESSICA BORGERS",1,21,11
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3660,"KATHELEEN PHAN","KATIE PIERSON","KALIN MORGAN","KAYLA WU-FLEMING",1,21,18
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3661,"ELLE LOWE","SEBASTIANI KIM","JHANAJ QUISPE","JOELLE NGUYEN",1,21,18
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3662,"KIRSTIE SAVAGE","CAMILLE ANDERSON","LINDY WESTENDORF","MAIA ATON",1,21,6
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3663,"LOURNA SZABANOS","KAILEY WINDSOR","KARA KLAVINS","CHLOE DEGRAFF",1,21,10
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3664,"MALIA WANDERER","ABIGALE LAMONTAGNE","BECCA FELLER","JESSICA BORGERS",1,21,5
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3665,"ABBY CHAM","ALEX VERON","MEGAN TOLPIN","KARALINE TOLPIN",1,21,3
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3666,"KATHELEEN PHAN","KATIE PIERSON","SEBASTIANI KIM","ELLE LOWE",0,14,21
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3667,"SARAH ALLEN","KARAH HUI","JHANAJ QUISPE","JOELLE NGUYEN",1,21,12
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3668,"KIRSTIE SAVAGE","CAMILLE ANDERSON","KAILEY WINDSOR","LOURNA SZABANOS",1,21,9
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3669,"NICOL GAHLEY","SHAINA BERK","KARA KLAVINS","CHLOE DEGRAFF",1,21,15
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3670,"MALIA WANDERER","ABIGALE LAMONTAGNE","ALEX VERON","ABBY CHAM",1,21,15
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3671,"PERRIN YORK","KAYLA NGAI","MEGAN TOLPIN","KARALINE TOLPIN",1,21,5
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3672,"SARAH ALLEN","KARAH HUI","SEBASTIANI KIM","ELLE LOWE",1,21,19
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3673,"KAYLA WU-FLEMING","KALIN MORGAN","JHANAJ QUISPE","JOELLE NGUYEN",1,21,12
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3674,"NICOL GAHLEY","SHAINA BERK","KAILEY WINDSOR","LOURNA SZABANOS",1,21,14
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3675,"MAIA ATON","LINDY WESTENDORF","KARA KLAVINS","CHLOE DEGRAFF",1,21,11
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3676,"PERRIN YORK","KAYLA NGAI","ALEX VERON","ABBY CHAM",1,21,7
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3677,"JESSICA BORGERS","BECCA FELLER","MEGAN TOLPIN","KARALINE TOLPIN",1,21,8
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3678,"KATHELEEN PHAN","KATIE PIERSON","KARAH HUI","SARAH ALLEN",0,18,21
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3679,"ELLE LOWE","SEBASTIANI KIM","KALIN MORGAN","KAYLA WU-FLEMING",0,16,21
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3680,"KIRSTIE SAVAGE","CAMILLE ANDERSON","SHAINA BERK","NICOL GAHLEY",1,21,14
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3681,"LOURNA SZABANOS","KAILEY WINDSOR","LINDY WESTENDORF","MAIA ATON",1,21,18
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3682,"MALIA WANDERER","ABIGALE LAMONTAGNE","KAYLA NGAI","PERRIN YORK",1,21,12
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","POOL",24-08-03,3683,"ABBY CHAM","ALEX VERON","BECCA FELLER","JESSICA BORGERS",1,21,17
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3684,"KAYLA WU-FLEMING","KALIN MORGAN","MEGAN TOLPIN","KARALINE TOLPIN",1,1,0
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3685,"KAYLA WU-FLEMING","KALIN MORGAN","MEGAN TOLPIN","KARALINE TOLPIN",1,1,0
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3686,"ELLE LOWE","SEBASTIANI KIM","KARA KLAVINS","CHLOE DEGRAFF",1,21,14
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3687,"ELLE LOWE","SEBASTIANI KIM","KARA KLAVINS","CHLOE DEGRAFF",1,21,11
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3688,"KATHELEEN PHAN","KATIE PIERSON","BECCA FELLER","JESSICA BORGERS",1,21,7
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3689,"KATHELEEN PHAN","KATIE PIERSON","BECCA FELLER","JESSICA BORGERS",1,21,9
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3690,"JOELLE NGUYEN","JHANAJ QUISPE","LINDY WESTENDORF","MAIA ATON",0,23,25
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3691,"JOELLE NGUYEN","JHANAJ QUISPE","LINDY WESTENDORF","MAIA ATON",1,21,13
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3692,"JOELLE NGUYEN","JHANAJ QUISPE","LINDY WESTENDORF","MAIA ATON",1,21,14
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3693,"MALIA WANDERER","ABIGALE LAMONTAGNE","KAILEY WINDSOR","LOURNA SZABANOS",1,21,10
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3694,"MALIA WANDERER","ABIGALE LAMONTAGNE","KAILEY WINDSOR","LOURNA SZABANOS",1,21,12
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3695,"KIRSTIE SAVAGE","CAMILLE ANDERSON","ALEX VERON","ABBY CHAM",1,21,13
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3696,"KIRSTIE SAVAGE","CAMILLE ANDERSON","ALEX VERON","ABBY CHAM",1,21,11
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3697,"PERRIN YORK","KAYLA NGAI","SHAINA BERK","NICOL GAHLEY",0,17,21
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3698,"PERRIN YORK","KAYLA NGAI","SHAINA BERK","NICOL GAHLEY",1,21,18
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","ROUND OF 16",24-08-03,3699,"PERRIN YORK","KAYLA NGAI","SHAINA BERK","NICOL GAHLEY",1,25,23
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","QUARTER-FINAL",24-08-03,3700,"SARAH ALLEN","KARAH HUI","KAYLA NGAI","PERRIN YORK",1,21,12
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","QUARTER-FINAL",24-08-03,3701,"SARAH ALLEN","KARAH HUI","KAYLA NGAI","PERRIN YORK",1,21,18
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","QUARTER-FINAL",24-08-03,3702,"KAYLA WU-FLEMING","KALIN MORGAN","CAMILLE ANDERSON","KIRSTIE SAVAGE",1,21,14
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","QUARTER-FINAL",24-08-03,3703,"KAYLA WU-FLEMING","KALIN MORGAN","CAMILLE ANDERSON","KIRSTIE SAVAGE",1,21,19
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","QUARTER-FINAL",24-08-03,3704,"ELLE LOWE","SEBASTIANI KIM","ABIGALE LAMONTAGNE","MALIA WANDERER",1,21,18
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","QUARTER-FINAL",24-08-03,3705,"ELLE LOWE","SEBASTIANI KIM","ABIGALE LAMONTAGNE","MALIA WANDERER",1,21,19
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","QUARTER-FINAL",24-08-03,3706,"KATHELEEN PHAN","KATIE PIERSON","JHANAJ QUISPE","JOELLE NGUYEN",1,21,18
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","QUARTER-FINAL",24-08-03,3707,"KATHELEEN PHAN","KATIE PIERSON","JHANAJ QUISPE","JOELLE NGUYEN",1,21,18
"SALTLAKECITY2024","WOMEN'S ADVANCED 4.0+","P9: QUARTER-FINAL",24-08-03,3708,"MAIA ATON","LINDY WESTENDORF","BECCA FELLER","JESSICA BORGERS",1,2,0
